  VARIABLES = "X", "Y" 
     0.08090     -0.05878
     0.08080     -0.05870
     0.08049     -0.05848
     0.07999     -0.05812
     0.07930     -0.05761
     0.07842     -0.05697
     0.07735     -0.05620
     0.07611     -0.05530
     0.07470     -0.05427
     0.07312     -0.05313
     0.07138     -0.05186
     0.06949     -0.05049
     0.06744     -0.04900
     0.06525     -0.04741
     0.06292     -0.04571
     0.06045     -0.04392
     0.05786     -0.04204
     0.05514     -0.04006
     0.05231     -0.03801
     0.04937     -0.03587
     0.04634     -0.03367
     0.04321     -0.03139
     0.03999     -0.02906
     0.03670     -0.02667
     0.03335     -0.02423
     0.02994     -0.02175
     0.02649     -0.01925
     0.02301     -0.01672
     0.01953     -0.01419
     0.01605     -0.01166
     0.01261     -0.00916
     0.00924     -0.00671
     0.00599     -0.00435
     0.00296     -0.00215
     0.00039     -0.00028
    -0.00218      0.00000
    -0.00595      0.00000
    -0.01028      0.00000
    -0.01504      0.00000
    -0.02015      0.00000
    -0.02559      0.00000
    -0.03131      0.00000
    -0.03731      0.00000
    -0.04356      0.00000
    -0.05005      0.00000
    -0.05678      0.00000
    -0.06373      0.00000
    -0.07090      0.00000
    -0.07828      0.00000
    -0.08586      0.00000
    -0.09363      0.00000
    -0.10159      0.00000
    -0.10974      0.00000
    -0.11806      0.00000
    -0.12655      0.00000
    -0.13521      0.00000
    -0.14403      0.00000
    -0.15301      0.00000
    -0.16213      0.00000
    -0.17141      0.00000
    -0.18082      0.00000
    -0.19037      0.00000
    -0.20005      0.00000
    -0.20986      0.00000
    -0.21978      0.00000
    -0.22983      0.00000
    -0.23998      0.00000
    -0.25024      0.00000
    -0.26060      0.00000
    -0.27105      0.00000
    -0.28159      0.00000
    -0.29223      0.00000
    -0.30294      0.00000
    -0.31372      0.00000
    -0.32458      0.00000
    -0.33550      0.00000
    -0.34648      0.00000
    -0.35752      0.00000
    -0.36861      0.00000
    -0.37974      0.00000
    -0.39091      0.00000
    -0.40212      0.00000
    -0.41336      0.00000
    -0.42461      0.00000
    -0.43589      0.00000
    -0.44719      0.00000
    -0.45849      0.00000
    -0.46979      0.00000
    -0.48110      0.00000
    -0.49240      0.00000
    -0.50368      0.00000
    -0.51495      0.00000
    -0.52620      0.00000
    -0.53742      0.00000
    -0.54860      0.00000
    -0.55975      0.00000
    -0.57086      0.00000
    -0.58192      0.00000
    -0.59293      0.00000
    -0.60389      0.00000
    -0.61478      0.00000
    -0.62560      0.00000
    -0.63635      0.00000
    -0.64703      0.00000
    -0.65762      0.00000
    -0.66813      0.00000
    -0.67855      0.00000
    -0.68887      0.00000
    -0.69909      0.00000
    -0.70921      0.00000
    -0.71922      0.00000
    -0.72911      0.00000
    -0.73889      0.00000
    -0.74854      0.00000
    -0.75807      0.00000
    -0.76747      0.00000
    -0.77673      0.00000
    -0.78585      0.00000
    -0.79483      0.00000
    -0.80366      0.00000
    -0.81234      0.00000
    -0.82087      0.00000
    -0.82923      0.00000
    -0.83744      0.00000
    -0.84547      0.00000
    -0.85334      0.00000
    -0.86103      0.00000
    -0.86855      0.00000
    -0.87588      0.00000
    -0.88304      0.00000
    -0.89000      0.00000
    -0.89678      0.00000
    -0.90336      0.00000
    -0.90975      0.00000
    -0.91594      0.00000
    -0.92192      0.00000
    -0.92771      0.00000
    -0.93328      0.00000
    -0.93865      0.00000
    -0.94380      0.00000
    -0.94874      0.00000
    -0.95347      0.00000
    -0.95797      0.00000
    -0.96226      0.00000
    -0.96632      0.00000
    -0.97016      0.00000
    -0.97378      0.00000
    -0.97716      0.00000
    -0.98032      0.00000
    -0.98325      0.00000
    -0.98594      0.00000
    -0.98840      0.00000
    -0.99063      0.00000
    -0.99262      0.00000
    -0.99438      0.00000
    -0.99590      0.00000
    -0.99718      0.00000
    -0.99822      0.00000
    -0.99902      0.00000
    -0.99959      0.00000
    -0.99991      0.00000
    -1.00000      0.00000
    -0.99984      0.00000
