ZONE T="first 0", I=  57, F=POINT
  0.33022   0.29180
  0.35589   0.29055
  0.38156   0.28939
  0.40723   0.28832
  0.43292   0.28735
  0.45863   0.28648
  0.48437   0.28570
  0.51015   0.28503
  0.53597   0.28446
  0.56182   0.28399
  0.58772   0.28361
  0.61366   0.28333
  0.63964   0.28314
  0.66567   0.28304
  0.69173   0.28304
  0.71784   0.28312
  0.74398   0.28329
  0.77017   0.28354
  0.79638   0.28388
  0.82264   0.28429
  0.84892   0.28478
  0.87524   0.28535
  0.90159   0.28598
  0.92797   0.28669
ZONE T="@    17", I= 107, F=POINT
 -1.88105  -0.14146
 -1.88102  -0.14145
 -1.85636  -0.13240
 -1.83178  -0.12327
 -1.80728  -0.11407
 -1.78286  -0.10478
 -1.75854  -0.09541
 -1.73430  -0.08596
 -1.71017  -0.07641
 -1.68614  -0.06678
 -1.66222  -0.05706
 -1.63842  -0.04724
 -1.61473  -0.03734
 -1.59118  -0.02734
 -1.56776  -0.01725
 -1.54449  -0.00706
 -1.52136   0.00321
 -1.49839   0.01358
 -1.47557   0.02403
 -1.45292   0.03457
 -1.43044   0.04518
 -1.40814   0.05586
 -1.38601   0.06660
 -1.36405   0.07739
 -1.34226   0.08821
 -1.32062   0.09905
 -1.29914   0.10989
 -1.27778   0.12070
 -1.25652   0.13146
 -1.23533   0.14214
 -1.21417   0.15271
 -1.19297   0.16313
 -1.17169   0.17338
 -1.15025   0.18342
 -1.12858   0.19321
 -1.10658   0.20273
 -1.08418   0.21195
 -1.06129   0.22085
 -1.03781   0.22940
 -1.01367   0.23760
 -0.98880   0.24542
 -0.96312   0.25288
 -0.93659   0.25995
 -0.90917   0.26666
 -0.88084   0.27299
 -0.85159   0.27896
 -0.82144   0.28457
 -0.79040   0.28984
 -0.75853   0.29478
 -0.72587   0.29939
 -0.69250   0.30368
 -0.65849   0.30766
 -0.62394   0.31134
 -0.58895   0.31474
 -0.55361   0.31785
 -0.51803   0.32068
 -0.48233   0.32324
 -0.44661   0.32553
 -0.41098   0.32756
 -0.37555   0.32932
 -0.34040   0.33083
 -0.30562   0.33207
 -0.27130   0.33306
 -0.23749   0.33380
 -0.20425   0.33429
 -0.17161   0.33454
 -0.13960   0.33455
 -0.10823   0.33433
 -0.07749   0.33391
 -0.04737   0.33328
 -0.01784   0.33247
  0.01114   0.33151
  0.03961   0.33041
  0.06762   0.32920
  0.09522   0.32790
  0.12247   0.32654
  0.14940   0.32515
  0.17608   0.32374
  0.20253   0.32233
  0.22882   0.32095
  0.25496   0.31960
  0.28100   0.31830
  0.30695   0.31707
  0.33285   0.31590
  0.35872   0.31481
  0.38456   0.31380
  0.41040   0.31287
  0.43624   0.31203
  0.46210   0.31129
  0.48797   0.31064
  0.51387   0.31008
  0.53980   0.30961
  0.56577   0.30923
  0.59176   0.30895
  0.61779   0.30876
  0.64386   0.30865
  0.66996   0.30863
  0.69609   0.30870
  0.72226   0.30886
  0.74847   0.30909
  0.77470   0.30941
  0.80097   0.30980
  0.82727   0.31027
  0.85361   0.31081
  0.87997   0.31142
  0.90635   0.31211
  0.93277   0.31286
ZONE T="A    18", I= 107, F=POINT
 -1.88375  -0.11503
 -1.88373  -0.11502
 -1.85907  -0.10600
 -1.83449  -0.09690
 -1.80998  -0.08772
 -1.78556  -0.07847
 -1.76123  -0.06914
 -1.73699  -0.05972
 -1.71284  -0.05023
 -1.68880  -0.04064
 -1.66486  -0.03098
 -1.64104  -0.02122
 -1.61733  -0.01138
 -1.59375  -0.00146
 -1.57029   0.00856
 -1.54697   0.01865
 -1.52378   0.02883
 -1.50074   0.03909
 -1.47784   0.04943
 -1.45510   0.05983
 -1.43251   0.07031
 -1.41007   0.08083
 -1.38778   0.09141
 -1.36565   0.10201
 -1.34365   0.11264
 -1.32178   0.12327
 -1.30002   0.13388
 -1.27835   0.14445
 -1.25675   0.15496
 -1.23517   0.16538
 -1.21357   0.17568
 -1.19191   0.18583
 -1.17012   0.19581
 -1.14814   0.20557
 -1.12590   0.21510
 -1.10332   0.22436
 -1.08032   0.23334
 -1.05684   0.24201
 -1.03279   0.25035
 -1.00810   0.25836
 -0.98271   0.26602
 -0.95656   0.27333
 -0.92963   0.28028
 -0.90187   0.28688
 -0.87327   0.29313
 -0.84384   0.29904
 -0.81358   0.30460
 -0.78252   0.30984
 -0.75070   0.31475
 -0.71819   0.31935
 -0.68503   0.32364
 -0.65131   0.32763
 -0.61710   0.33133
 -0.58251   0.33475
 -0.54761   0.33789
 -0.51252   0.34075
 -0.47732   0.34335
 -0.44213   0.34569
 -0.40703   0.34776
 -0.37211   0.34959
 -0.33746   0.35115
 -0.30316   0.35247
 -0.26927   0.35354
 -0.23585   0.35437
 -0.20295   0.35496
 -0.17060   0.35531
 -0.13882   0.35545
 -0.10762   0.35537
 -0.07699   0.35509
 -0.04693   0.35462
 -0.01739   0.35399
  0.01163   0.35321
  0.04020   0.35231
  0.06833   0.35130
  0.09609   0.35021
  0.12351   0.34906
  0.15063   0.34787
  0.17751   0.34667
  0.20417   0.34546
  0.23066   0.34427
  0.25701   0.34311
  0.28324   0.34199
  0.30939   0.34092
  0.33548   0.33992
  0.36152   0.33898
  0.38753   0.33812
  0.41352   0.33733
  0.43951   0.33663
  0.46550   0.33601
  0.49150   0.33547
  0.51752   0.33502
  0.54356   0.33466
  0.56962   0.33438
  0.59571   0.33419
  0.62182   0.33409
  0.64797   0.33407
  0.67414   0.33413
  0.70035   0.33427
  0.72658   0.33449
  0.75284   0.33480
  0.77914   0.33517
  0.80546   0.33563
  0.83180   0.33615
  0.85818   0.33675
  0.88458   0.33741
  0.91101   0.33815
  0.93746   0.33895
ZONE T="B    19", I= 106, F=POINT
 -1.88589  -0.08856
 -1.88586  -0.08855
 -1.86120  -0.07955
 -1.83662  -0.07048
 -1.81211  -0.06134
 -1.78768  -0.05213
 -1.76334  -0.04283
 -1.73908  -0.03346
 -1.71492  -0.02401
 -1.69086  -0.01448
 -1.66690  -0.00487
 -1.64305   0.00482
 -1.61931   0.01459
 -1.59569   0.02444
 -1.57218   0.03437
 -1.54880   0.04437
 -1.52555   0.05445
 -1.50243   0.06460
 -1.47945   0.07482
 -1.45660   0.08509
 -1.43388   0.09542
 -1.41130   0.10579
 -1.38885   0.11620
 -1.36653   0.12663
 -1.34431   0.13706
 -1.32220   0.14748
 -1.30017   0.15787
 -1.27819   0.16821
 -1.25624   0.17848
 -1.23428   0.18865
 -1.21226   0.19869
 -1.19015   0.20859
 -1.16788   0.21830
 -1.14539   0.22781
 -1.12262   0.23708
 -1.09950   0.24611
 -1.07596   0.25486
 -1.05194   0.26331
 -1.02737   0.27146
 -1.00219   0.27928
 -0.97634   0.28678
 -0.94979   0.29395
 -0.92250   0.30078
 -0.89445   0.30728
 -0.86563   0.31344
 -0.83604   0.31928
 -0.80571   0.32479
 -0.77465   0.32998
 -0.74290   0.33486
 -0.71053   0.33944
 -0.67758   0.34373
 -0.64413   0.34772
 -0.61026   0.35143
 -0.57604   0.35486
 -0.54157   0.35802
 -0.50693   0.36092
 -0.47221   0.36355
 -0.43750   0.36593
 -0.40288   0.36805
 -0.36845   0.36993
 -0.33426   0.37156
 -0.30040   0.37294
 -0.26692   0.37409
 -0.23387   0.37500
 -0.20129   0.37569
 -0.16921   0.37615
 -0.13765   0.37641
 -0.10661   0.37646
 -0.07609   0.37632
 -0.04609   0.37602
 -0.01657   0.37555
  0.01249   0.37495
  0.04112   0.37423
  0.06935   0.37341
  0.09723   0.37251
  0.12480   0.37156
  0.15208   0.37057
  0.17913   0.36956
  0.20598   0.36854
  0.23265   0.36753
  0.25918   0.36655
  0.28559   0.36561
  0.31191   0.36471
  0.33817   0.36386
  0.36436   0.36307
  0.39053   0.36235
  0.41666   0.36170
  0.44279   0.36113
  0.46890   0.36063
  0.49502   0.36021
  0.52115   0.35987
  0.54729   0.35961
  0.57345   0.35944
  0.59963   0.35934
  0.62583   0.35932
  0.65205   0.35938
  0.67829   0.35952
  0.70457   0.35974
  0.73086   0.36003
  0.75718   0.36040
  0.78353   0.36084
  0.80990   0.36136
  0.83629   0.36194
  0.86271   0.36259
  0.88915   0.36331
  0.91562   0.36409
ZONE T="C    20", I= 106, F=POINT
 -1.88745  -0.06205
 -1.88742  -0.06204
 -1.86276  -0.05307
 -1.83817  -0.04404
 -1.81365  -0.03493
 -1.78921  -0.02576
 -1.76486  -0.01650
 -1.74059  -0.00718
 -1.71641   0.00222
 -1.69232   0.01169
 -1.66834   0.02124
 -1.64445   0.03086
 -1.62067   0.04056
 -1.59700   0.05033
 -1.57344   0.06017
 -1.55000   0.07009
 -1.52667   0.08006
 -1.50347   0.09010
 -1.48039   0.10019
 -1.45742   0.11034
 -1.43458   0.12052
 -1.41185   0.13074
 -1.38923   0.14098
 -1.36671   0.15122
 -1.34427   0.16147
 -1.32191   0.17168
 -1.29960   0.18186
 -1.27731   0.19198
 -1.25502   0.20202
 -1.23268   0.21194
 -1.21027   0.22174
 -1.18772   0.23139
 -1.16500   0.24086
 -1.14203   0.25012
 -1.11877   0.25916
 -1.09516   0.26795
 -1.07112   0.27648
 -1.04662   0.28474
 -1.02157   0.29269
 -0.99595   0.30035
 -0.96970   0.30769
 -0.94279   0.31472
 -0.91519   0.32143
 -0.88689   0.32782
 -0.85789   0.33390
 -0.82818   0.33966
 -0.79779   0.34511
 -0.76674   0.35026
 -0.73508   0.35511
 -0.70286   0.35966
 -0.67012   0.36393
 -0.63693   0.36792
 -0.60338   0.37163
 -0.56952   0.37508
 -0.53544   0.37826
 -0.50122   0.38118
 -0.46694   0.38384
 -0.43268   0.38625
 -0.39852   0.38842
 -0.36453   0.39035
 -0.33078   0.39203
 -0.29732   0.39348
 -0.26422   0.39471
 -0.23151   0.39570
 -0.19923   0.39648
 -0.16740   0.39705
 -0.13605   0.39742
 -0.10518   0.39760
 -0.07477   0.39761
 -0.04484   0.39745
 -0.01534   0.39714
  0.01373   0.39671
  0.04240   0.39616
  0.07071   0.39552
  0.09869   0.39481
  0.12638   0.39404
  0.15380   0.39324
  0.18100   0.39241
  0.20800   0.39157
  0.23483   0.39074
  0.26152   0.38993
  0.28809   0.38915
  0.31457   0.38841
  0.34097   0.38772
  0.36732   0.38708
  0.39362   0.38650
  0.41989   0.38598
  0.44614   0.38553
  0.47237   0.38515
  0.49860   0.38485
  0.52483   0.38462
  0.55107   0.38446
  0.57732   0.38438
  0.60358   0.38438
  0.62986   0.38445
  0.65616   0.38459
  0.68247   0.38481
  0.70881   0.38510
  0.73516   0.38547
  0.76154   0.38590
  0.78794   0.38641
  0.81436   0.38698
  0.84080   0.38762
  0.86726   0.38833
  0.89374   0.38910
  0.92024   0.38993
ZONE T="D    21", I= 105, F=POINT
 -1.88843  -0.03552
 -1.88841  -0.03551
 -1.86374  -0.02658
 -1.83914  -0.01758
 -1.81461  -0.00851
 -1.79016   0.00063
 -1.76578   0.00983
 -1.74150   0.01911
 -1.71729   0.02846
 -1.69318   0.03787
 -1.66916   0.04736
 -1.64524   0.05691
 -1.62141   0.06653
 -1.59769   0.07622
 -1.57407   0.08597
 -1.55056   0.09579
 -1.52715   0.10566
 -1.50386   0.11558
 -1.48067   0.12555
 -1.45758   0.13556
 -1.43460   0.14560
 -1.41171   0.15566
 -1.38891   0.16573
 -1.36619   0.17580
 -1.34353   0.18586
 -1.32092   0.19588
 -1.29833   0.20585
 -1.27574   0.21575
 -1.25311   0.22556
 -1.23042   0.23526
 -1.20761   0.24482
 -1.18466   0.25423
 -1.16150   0.26347
 -1.13809   0.27250
 -1.11438   0.28131
 -1.09031   0.28989
 -1.06582   0.29822
 -1.04087   0.30627
 -1.01541   0.31405
 -0.98939   0.32154
 -0.96278   0.32873
 -0.93556   0.33563
 -0.90769   0.34222
 -0.87918   0.34851
 -0.85002   0.35449
 -0.82021   0.36018
 -0.78979   0.36557
 -0.75878   0.37066
 -0.72720   0.37547
 -0.69513   0.38000
 -0.66259   0.38425
 -0.62966   0.38823
 -0.59640   0.39194
 -0.56288   0.39539
 -0.52917   0.39858
 -0.49535   0.40152
 -0.46148   0.40421
 -0.42764   0.40666
 -0.39390   0.40886
 -0.36033   0.41084
 -0.32697   0.41258
 -0.29390   0.41409
 -0.26114   0.41539
 -0.22875   0.41646
 -0.19675   0.41734
 -0.16517   0.41801
 -0.13402   0.41849
 -0.10330   0.41879
 -0.07302   0.41893
 -0.04315   0.41891
 -0.01370   0.41876
  0.01537   0.41848
  0.04407   0.41810
  0.07244   0.41763
  0.10051   0.41710
  0.12829   0.41650
  0.15583   0.41587
  0.18315   0.41521
  0.21028   0.41455
  0.23725   0.41389
  0.26408   0.41324
  0.29080   0.41262
  0.31741   0.41203
  0.34395   0.41149
  0.37043   0.41099
  0.39686   0.41055
  0.42325   0.41016
  0.44961   0.40984
  0.47596   0.40958
  0.50229   0.40938
  0.52862   0.40926
  0.55495   0.40921
  0.58129   0.40922
  0.60763   0.40931
  0.63398   0.40947
  0.66035   0.40969
  0.68673   0.40999
  0.71313   0.41036
  0.73954   0.41080
  0.76597   0.41130
  0.79242   0.41187
  0.81889   0.41250
  0.84537   0.41320
  0.87187   0.41396
  0.89839   0.41479
ZONE T="E    22", I= 105, F=POINT
 -1.88885  -0.00898
 -1.88882  -0.00897
 -1.86414  -0.00007
 -1.83953   0.00889
 -1.81499   0.01792
 -1.79052   0.02702
 -1.76612   0.03618
 -1.74181   0.04540
 -1.71758   0.05469
 -1.69344   0.06405
 -1.66938   0.07346
 -1.64541   0.08295
 -1.62154   0.09249
 -1.59776   0.10210
 -1.57407   0.11176
 -1.55048   0.12147
 -1.52699   0.13123
 -1.50360   0.14104
 -1.48029   0.15088
 -1.45708   0.16076
 -1.43395   0.17065
 -1.41090   0.18056
 -1.38792   0.19047
 -1.36499   0.20036
 -1.34211   0.21023
 -1.31924   0.22006
 -1.29638   0.22982
 -1.27349   0.23951
 -1.25054   0.24911
 -1.22749   0.25859
 -1.20432   0.26793
 -1.18098   0.27711
 -1.15742   0.28612
 -1.13359   0.29494
 -1.10946   0.30354
 -1.08496   0.31191
 -1.06006   0.32004
 -1.03471   0.32791
 -1.00887   0.33551
 -0.98250   0.34284
 -0.95558   0.34989
 -0.92807   0.35665
 -0.89998   0.36313
 -0.87128   0.36931
 -0.84199   0.37520
 -0.81212   0.38081
 -0.78168   0.38614
 -0.75071   0.39118
 -0.71923   0.39595
 -0.68730   0.40044
 -0.65496   0.40467
 -0.62228   0.40863
 -0.58930   0.41233
 -0.55610   0.41578
 -0.52274   0.41898
 -0.48929   0.42194
 -0.45580   0.42465
 -0.42235   0.42713
 -0.38901   0.42937
 -0.35581   0.43139
 -0.32283   0.43318
 -0.29011   0.43476
 -0.25768   0.43612
 -0.22559   0.43728
 -0.19385   0.43824
 -0.16250   0.43901
 -0.13154   0.43960
 -0.10098   0.44002
 -0.07081   0.44028
 -0.04102   0.44040
 -0.01161   0.44039
  0.01744   0.44027
  0.04616   0.44004
  0.07457   0.43974
  0.10270   0.43936
  0.13056   0.43893
  0.15820   0.43847
  0.18562   0.43798
  0.21287   0.43747
  0.23996   0.43697
  0.26691   0.43648
  0.29375   0.43601
  0.32049   0.43558
  0.34715   0.43517
  0.37375   0.43481
  0.40029   0.43450
  0.42679   0.43424
  0.45326   0.43404
  0.47971   0.43389
  0.50614   0.43381
  0.53256   0.43379
  0.55898   0.43384
  0.58539   0.43395
  0.61181   0.43413
  0.63824   0.43437
  0.66467   0.43468
  0.69111   0.43506
  0.71757   0.43550
  0.74404   0.43601
  0.77052   0.43658
  0.79702   0.43721
  0.82353   0.43791
  0.85006   0.43867
  0.87660   0.43949
  0.90316   0.44037
ZONE T="F    23", I= 104, F=POINT
 -1.88868   0.01756
 -1.88866   0.01757
 -1.86397   0.02644
 -1.83934   0.03536
 -1.81478   0.04435
 -1.79029   0.05340
 -1.76588   0.06251
 -1.74154   0.07168
 -1.71727   0.08091
 -1.69309   0.09020
 -1.66899   0.09955
 -1.64498   0.10896
 -1.62105   0.11843
 -1.59720   0.12795
 -1.57345   0.13751
 -1.54978   0.14712
 -1.52619   0.15678
 -1.50269   0.16647
 -1.47927   0.17618
 -1.45592   0.18592
 -1.43265   0.19567
 -1.40943   0.20543
 -1.38626   0.21517
 -1.36313   0.22489
 -1.34002   0.23458
 -1.31690   0.24422
 -1.29377   0.25379
 -1.27058   0.26327
 -1.24732   0.27266
 -1.22394   0.28192
 -1.20041   0.29105
 -1.17670   0.30002
 -1.15276   0.30882
 -1.12855   0.31742
 -1.10402   0.32582
 -1.07914   0.33400
 -1.05386   0.34194
 -1.02815   0.34963
 -1.00196   0.35707
 -0.97528   0.36424
 -0.94808   0.37115
 -0.92033   0.37778
 -0.89204   0.38414
 -0.86319   0.39022
 -0.83380   0.39602
 -0.80387   0.40155
 -0.77343   0.40681
 -0.74250   0.41180
 -0.71113   0.41652
 -0.67935   0.42097
 -0.64720   0.42517
 -0.61475   0.42912
 -0.58205   0.43281
 -0.54915   0.43626
 -0.51611   0.43946
 -0.48300   0.44243
 -0.44987   0.44516
 -0.41679   0.44766
 -0.38381   0.44994
 -0.35097   0.45200
 -0.31833   0.45384
 -0.28594   0.45548
 -0.25382   0.45691
 -0.22200   0.45814
 -0.19052   0.45919
 -0.15938   0.46005
 -0.12861   0.46074
 -0.09819   0.46128
 -0.06814   0.46166
 -0.03844   0.46191
 -0.00908   0.46204
  0.01996   0.46205
  0.04868   0.46198
  0.07712   0.46182
  0.10529   0.46160
  0.13322   0.46133
  0.16093   0.46102
  0.18845   0.46069
  0.21579   0.46034
  0.24298   0.45999
  0.27004   0.45965
  0.29699   0.45933
  0.32384   0.45903
  0.35061   0.45877
  0.37731   0.45854
  0.40396   0.45836
  0.43056   0.45822
  0.45713   0.45814
  0.48367   0.45810
  0.51019   0.45813
  0.53669   0.45822
  0.56319   0.45836
  0.58968   0.45857
  0.61617   0.45883
  0.64267   0.45916
  0.66916   0.45956
  0.69567   0.46001
  0.72218   0.46053
  0.74870   0.46111
  0.77524   0.46175
  0.80178   0.46244
  0.82834   0.46320
  0.85491   0.46402
  0.88149   0.46490
ZONE T="G    24", I= 103, F=POINT
 -1.88795   0.04409
 -1.88793   0.04410
 -1.86322   0.05293
 -1.83857   0.06182
 -1.81399   0.07076
 -1.78948   0.07976
 -1.76504   0.08882
 -1.74067   0.09794
 -1.71637   0.10711
 -1.69215   0.11634
 -1.66800   0.12562
 -1.64393   0.13495
 -1.61994   0.14433
 -1.59603   0.15376
 -1.57220   0.16323
 -1.54844   0.17274
 -1.52476   0.18229
 -1.50115   0.19186
 -1.47760   0.20145
 -1.45412   0.21105
 -1.43069   0.22066
 -1.40730   0.23026
 -1.38394   0.23984
 -1.36060   0.24939
 -1.33726   0.25890
 -1.31391   0.26835
 -1.29050   0.27773
 -1.26703   0.28702
 -1.24346   0.29620
 -1.21976   0.30526
 -1.19590   0.31418
 -1.17184   0.32295
 -1.14755   0.33154
 -1.12297   0.33995
 -1.09809   0.34815
 -1.07285   0.35614
 -1.04722   0.36390
 -1.02118   0.37142
 -0.99469   0.37870
 -0.96773   0.38573
 -0.94028   0.39250
 -0.91232   0.39900
 -0.88385   0.40525
 -0.85488   0.41122
 -0.82540   0.41694
 -0.79544   0.42239
 -0.76501   0.42758
 -0.73414   0.43250
 -0.70287   0.43717
 -0.67124   0.44159
 -0.63928   0.44576
 -0.60705   0.44968
 -0.57460   0.45336
 -0.54199   0.45680
 -0.50926   0.46000
 -0.47647   0.46298
 -0.44368   0.46573
 -0.41093   0.46826
 -0.37829   0.47057
 -0.34578   0.47266
 -0.31347   0.47455
 -0.28137   0.47624
 -0.24954   0.47774
 -0.21798   0.47904
 -0.18674   0.48017
 -0.15581   0.48112
 -0.12520   0.48191
 -0.09493   0.48255
 -0.06499   0.48305
 -0.03538   0.48343
 -0.00608   0.48368
  0.02293   0.48384
  0.05164   0.48390
  0.08009   0.48389
  0.10830   0.48382
  0.13628   0.48369
  0.16405   0.48353
  0.19165   0.48335
  0.21907   0.48315
  0.24635   0.48295
  0.27351   0.48275
  0.30055   0.48257
  0.32749   0.48241
  0.35436   0.48228
  0.38116   0.48218
  0.40790   0.48212
  0.43459   0.48210
  0.46125   0.48213
  0.48787   0.48221
  0.51447   0.48234
  0.54106   0.48253
  0.56763   0.48277
  0.59419   0.48307
  0.62075   0.48342
  0.64731   0.48384
  0.67387   0.48431
  0.70043   0.48484
  0.72700   0.48543
  0.75357   0.48608
  0.78015   0.48679
  0.80674   0.48755
  0.83334   0.48838
  0.85995   0.48925
ZONE T="H    25", I= 103, F=POINT
 -1.88664   0.07060
 -1.88662   0.07061
 -1.86189   0.07940
 -1.83723   0.08825
 -1.81262   0.09715
 -1.78809   0.10610
 -1.76361   0.11510
 -1.73921   0.12416
 -1.71487   0.13327
 -1.69060   0.14243
 -1.66641   0.15164
 -1.64228   0.16090
 -1.61823   0.17020
 -1.59424   0.17953
 -1.57033   0.18891
 -1.54648   0.19831
 -1.52269   0.20775
 -1.49897   0.21720
 -1.47529   0.22666
 -1.45167   0.23613
 -1.42808   0.24559
 -1.40452   0.25504
 -1.38098   0.26446
 -1.35743   0.27385
 -1.33387   0.28318
 -1.31027   0.29245
 -1.28660   0.30164
 -1.26286   0.31074
 -1.23899   0.31973
 -1.21499   0.32859
 -1.19081   0.33732
 -1.16642   0.34589
 -1.14179   0.35428
 -1.11688   0.36250
 -1.09166   0.37052
 -1.06610   0.37832
 -1.04016   0.38591
 -1.01382   0.39327
 -0.98705   0.40040
 -0.95984   0.40728
 -0.93217   0.41391
 -0.90403   0.42030
 -0.87542   0.42643
 -0.84633   0.43231
 -0.81679   0.43793
 -0.78681   0.44330
 -0.75640   0.44842
 -0.72560   0.45329
 -0.69443   0.45791
 -0.66294   0.46228
 -0.63117   0.46641
 -0.59915   0.47031
 -0.56695   0.47397
 -0.53460   0.47740
 -0.50216   0.48061
 -0.46967   0.48359
 -0.43719   0.48635
 -0.40476   0.48890
 -0.37243   0.49124
 -0.34023   0.49337
 -0.30822   0.49531
 -0.27641   0.49705
 -0.24484   0.49860
 -0.21353   0.49998
 -0.18250   0.50118
 -0.15177   0.50222
 -0.12133   0.50311
 -0.09120   0.50385
 -0.06137   0.50446
 -0.03184   0.50495
 -0.00260   0.50533
  0.02636   0.50561
  0.05507   0.50581
  0.08352   0.50593
  0.11175   0.50600
  0.13977   0.50602
  0.16759   0.50600
  0.19524   0.50596
  0.22274   0.50590
  0.25009   0.50584
  0.27733   0.50578
  0.30445   0.50573
  0.33148   0.50570
  0.35844   0.50569
  0.38532   0.50571
  0.41214   0.50577
  0.43892   0.50587
  0.46566   0.50601
  0.49236   0.50620
  0.51904   0.50643
  0.54569   0.50672
  0.57233   0.50706
  0.59896   0.50745
  0.62558   0.50789
  0.65220   0.50839
  0.67881   0.50894
  0.70543   0.50955
  0.73205   0.51022
  0.75867   0.51094
  0.78530   0.51171
  0.81193   0.51254
  0.83857   0.51342
  0.86522   0.51436
ZONE T="0     1", I= 149, F=POINT
 -1.73687  -0.59790
 -1.73684  -0.59789
 -1.71173  -0.58876
 -1.68668  -0.57954
 -1.66168  -0.57022
 -1.63674  -0.56081
 -1.61186  -0.55129
 -1.58704  -0.54166
 -1.56230  -0.53192
 -1.53762  -0.52206
 -1.51303  -0.51207
 -1.48851  -0.50196
 -1.46408  -0.49170
 -1.43975  -0.48131
 -1.41551  -0.47076
 -1.39137  -0.46005
 -1.36735  -0.44917
 -1.34344  -0.43811
 -1.31967  -0.42686
 -1.29602  -0.41541
 -1.27253  -0.40374
 -1.24919  -0.39184
 -1.22602  -0.37970
 -1.20303  -0.36729
 -1.18023  -0.35461
 -1.15765  -0.34162
 -1.13530  -0.32830
 -1.11319  -0.31464
 -1.09135  -0.30059
 -1.06980  -0.28612
 -1.04855  -0.27121
 -1.02762  -0.25581
 -1.00703  -0.23987
 -0.98677  -0.22335
 -0.96683  -0.20619
 -0.94714  -0.18836
 -0.92754  -0.16983
 -0.90771  -0.15064
 -0.89405  -0.13757
 -0.88457  -0.12882
 -0.87465  -0.12012
 -0.86771  -0.11440
 -0.86047  -0.10879
 -0.85286  -0.10334
 -0.84758  -0.09982
 -0.84210  -0.09641
 -0.83643  -0.09313
 -0.83056  -0.08998
 -0.82449  -0.08698
 -0.81822  -0.08413
 -0.81175  -0.08144
 -0.80509  -0.07891
 -0.79825  -0.07653
 -0.79122  -0.07431
 -0.78036  -0.07125
 -0.76915  -0.06850
 -0.75759  -0.06602
 -0.73966  -0.06276
 -0.72108  -0.05996
 -0.69211  -0.05648
 -0.66196  -0.05367
 -0.63078  -0.05137
 -0.59873  -0.04947
 -0.56594  -0.04790
 -0.53255  -0.04658
 -0.49870  -0.04548
 -0.47595  -0.04486
 -0.45310  -0.04431
 -0.43019  -0.04383
 -0.40727  -0.04341
 -0.38437  -0.04306
 -0.36153  -0.04276
 -0.33879  -0.04252
 -0.31619  -0.04234
 -0.29376  -0.04222
 -0.27155  -0.04216
 -0.24958  -0.04217
 -0.22789  -0.04225
 -0.20650  -0.04240
 -0.18544  -0.04266
 -0.16474  -0.04302
 -0.14441  -0.04352
 -0.12447  -0.04419
 -0.10493  -0.04508
 -0.08582  -0.04627
 -0.06716  -0.04788
 -0.04904  -0.05006
 -0.03736  -0.05193
 -0.02611  -0.05418
 -0.01543  -0.05679
 -0.00542  -0.05968
  0.00385  -0.06273
  0.01237  -0.06583
  0.02387  -0.07038
  0.03402  -0.07464
  0.04305  -0.07855
  0.04856  -0.08096
  0.05373  -0.08322
  0.05863  -0.08535
  0.06179  -0.08670
  0.06487  -0.08801
  0.06789  -0.08929
  0.07086  -0.09052
  0.07381  -0.09173
  0.07675  -0.09292
  0.07968  -0.09408
  0.08262  -0.09523
  0.08557  -0.09636
  0.09003  -0.09803
  0.09456  -0.09967
  0.09917  -0.10130
  0.10624  -0.10369
  0.11351  -0.10605
  0.12481  -0.10950
  0.14262  -0.11447
  0.16137  -0.11920
  0.18096  -0.12365
  0.20129  -0.12782
  0.22226  -0.13172
  0.24379  -0.13534
  0.26582  -0.13870
  0.28828  -0.14180
  0.31113  -0.14466
  0.33432  -0.14728
  0.35782  -0.14968
  0.38159  -0.15187
  0.40560  -0.15385
  0.42984  -0.15565
  0.45427  -0.15726
  0.47889  -0.15870
  0.50367  -0.15997
  0.52859  -0.16108
  0.55366  -0.16205
  0.57885  -0.16287
  0.60415  -0.16355
  0.62956  -0.16411
  0.65506  -0.16454
  0.68066  -0.16485
  0.70633  -0.16505
  0.73209  -0.16514
  0.75791  -0.16513
  0.78380  -0.16502
  0.80975  -0.16481
  0.83576  -0.16450
  0.86182  -0.16411
  0.88793  -0.16364
  0.91409  -0.16308
  0.94029  -0.16244
  0.96653  -0.16173
ZONE T="1     2", I= 120, F=POINT
 -1.72376  -0.62154
 -1.72373  -0.62154
 -1.69858  -0.61242
 -1.67347  -0.60322
 -1.64841  -0.59392
 -1.62341  -0.58453
 -1.59847  -0.57504
 -1.57359  -0.56543
 -1.54877  -0.55572
 -1.52401  -0.54589
 -1.49933  -0.53594
 -1.47472  -0.52586
 -1.45019  -0.51565
 -1.42574  -0.50530
 -1.40137  -0.49479
 -1.37710  -0.48414
 -1.35292  -0.47331
 -1.32885  -0.46232
 -1.30489  -0.45114
 -1.28103  -0.43976
 -1.25730  -0.42818
 -1.23370  -0.41638
 -1.21024  -0.40434
 -1.18691  -0.39206
 -1.16373  -0.37951
 -1.14071  -0.36668
 -1.11785  -0.35354
 -1.09516  -0.34008
 -1.07263  -0.32628
 -1.05027  -0.31210
 -1.02806  -0.29753
 -1.00598  -0.28254
 -0.98398  -0.26711
 -0.96201  -0.25122
 -0.93993  -0.23489
 -0.91756  -0.21815
 -0.89460  -0.20110
 -0.87873  -0.18967
