ZONE T="first 0", I=  57, F=POINT
  0.26879   0.04969
  0.29134   0.04650
  0.31419   0.04354
  0.33734   0.04080
  0.36076   0.03827
  0.38444   0.03595
  0.40836   0.03383
  0.43249   0.03189
  0.45683   0.03014
  0.48135   0.02857
  0.50604   0.02717
  0.53089   0.02592
  0.55588   0.02483
  0.58100   0.02388
  0.60624   0.02308
  0.63159   0.02241
  0.65705   0.02187
  0.68260   0.02145
  0.70823   0.02116
  0.73395   0.02097
  0.75975   0.02089
  0.78561   0.02092
  0.81154   0.02104
  0.83752   0.02126
  0.86357   0.02158
  0.88966   0.02198
  0.91581   0.02247
  0.94200   0.02304
  0.96823   0.02369
ZONE T="6     7", I= 129, F=POINT
 -1.82289  -0.40106
 -1.82286  -0.40105
 -1.79805  -0.39186
 -1.77332  -0.38258
 -1.74866  -0.37320
 -1.72408  -0.36372
 -1.69959  -0.35413
 -1.67520  -0.34444
 -1.65091  -0.33462
 -1.62673  -0.32469
 -1.60266  -0.31463
 -1.57872  -0.30443
 -1.55491  -0.29410
 -1.53125  -0.28363
 -1.50774  -0.27300
 -1.48441  -0.26221
 -1.46126  -0.25126
 -1.43831  -0.24012
 -1.41559  -0.22881
 -1.39310  -0.21730
 -1.37088  -0.20559
 -1.34895  -0.19367
 -1.32734  -0.18153
 -1.30609  -0.16916
 -1.28523  -0.15656
 -1.26480  -0.14372
 -1.24487  -0.13063
 -1.22546  -0.11730
 -1.20666  -0.10374
 -1.18851  -0.08996
 -1.17109  -0.07599
 -1.15444  -0.06188
 -1.13861  -0.04770
 -1.12362  -0.03355
 -1.10945  -0.01953
 -1.09600  -0.00582
 -1.08311   0.00745
 -1.07052   0.02009
 -1.05790   0.03199
 -1.04925   0.03944
 -1.04030   0.04650
 -1.03409   0.05098
 -1.02765   0.05528
 -1.02095   0.05940
 -1.01396   0.06334
 -1.00664   0.06711
 -0.99897   0.07071
 -0.99092   0.07414
 -0.98248   0.07742
 -0.97362   0.08055
 -0.96434   0.08352
 -0.95460   0.08636
 -0.93915   0.09038
 -0.92265   0.09411
 -0.90508   0.09758
 -0.88646   0.10081
 -0.86678   0.10382
 -0.84607   0.10662
 -0.82436   0.10923
 -0.80168   0.11166
 -0.77808   0.11392
 -0.75362   0.11603
 -0.72834   0.11799
 -0.70232   0.11981
 -0.67563   0.12150
 -0.64834   0.12306
 -0.62053   0.12450
 -0.59227   0.12584
 -0.56367   0.12706
 -0.53479   0.12817
 -0.50573   0.12918
 -0.47658   0.13008
 -0.44742   0.13088
 -0.41835   0.13157
 -0.38946   0.13216
 -0.36082   0.13265
 -0.33252   0.13302
 -0.30465   0.13327
 -0.27727   0.13341
 -0.25046   0.13342
 -0.22429   0.13330
 -0.19881   0.13303
 -0.17408   0.13260
 -0.15014   0.13201
 -0.12702   0.13123
 -0.10474   0.13026
 -0.07290   0.12841
 -0.04294   0.12604
 -0.01472   0.12315
  0.01193   0.11976
  0.03725   0.11594
  0.06149   0.11182
  0.08488   0.10751
  0.10765   0.10314
  0.12999   0.09879
  0.15209   0.09455
  0.17411   0.09046
  0.19616   0.08653
  0.21833   0.08280
  0.24069   0.07927
  0.26328   0.07595
  0.28610   0.07284
  0.30918   0.06994
  0.33250   0.06725
  0.35606   0.06476
  0.37985   0.06247
  0.40386   0.06037
  0.42807   0.05845
  0.45246   0.05672
  0.47703   0.05515
  0.50176   0.05375
  0.52664   0.05250
  0.55165   0.05141
  0.57680   0.05047
  0.60206   0.04966
  0.62742   0.04898
  0.65289   0.04844
  0.67845   0.04801
  0.70410   0.04771
  0.72983   0.04751
  0.75563   0.04743
  0.78149   0.04744
  0.80743   0.04756
  0.83342   0.04777
  0.85947   0.04808
  0.88557   0.04847
  0.91171   0.04895
  0.93791   0.04951
  0.96414   0.05015
ZONE T="7     8", I= 125, F=POINT
 -1.83122  -0.37564
 -1.83119  -0.37563
 -1.80641  -0.36645
 -1.78170  -0.35717
 -1.75707  -0.34780
 -1.73253  -0.33832
 -1.70807  -0.32874
 -1.68371  -0.31905
 -1.65946  -0.30925
 -1.63532  -0.29933
 -1.61129  -0.28928
 -1.58739  -0.27910
 -1.56363  -0.26879
 -1.54002  -0.25834
 -1.51657  -0.24773
 -1.49329  -0.23698
 -1.47019  -0.22606
 -1.44731  -0.21497
 -1.42464  -0.20370
 -1.40222  -0.19225
 -1.38006  -0.18061
 -1.35819  -0.16877
 -1.33665  -0.15672
 -1.31545  -0.14447
 -1.29465  -0.13200
 -1.27426  -0.11931
 -1.25435  -0.10641
 -1.23495  -0.09331
 -1.21611  -0.08001
 -1.19787  -0.06655
 -1.18028  -0.05296
 -1.16337  -0.03929
 -1.14715  -0.02562
 -1.13161  -0.01203
 -1.11667   0.00136
 -1.10223   0.01443
 -1.08810   0.02705
 -1.07404   0.03908
 -1.05975   0.05043
 -1.04992   0.05758
 -1.03973   0.06437
 -1.02909   0.07081
 -1.01790   0.07689
 -1.00607   0.08262
 -0.99353   0.08801
 -0.98020   0.09307
 -0.96603   0.09781
 -0.95097   0.10225
 -0.93499   0.10641
 -0.91807   0.11030
 -0.90019   0.11394
 -0.88134   0.11734
 -0.86155   0.12052
 -0.84083   0.12350
 -0.81919   0.12628
 -0.79668   0.12889
 -0.77333   0.13132
 -0.74919   0.13359
 -0.72432   0.13571
 -0.69877   0.13768
 -0.67260   0.13952
 -0.64589   0.14123
 -0.61870   0.14281
 -0.59111   0.14427
 -0.56319   0.14562
 -0.53502   0.14685
 -0.50669   0.14797
 -0.47827   0.14897
 -0.44984   0.14987
 -0.42149   0.15066
 -0.39329   0.15133
 -0.36532   0.15190
 -0.33765   0.15234
 -0.31036   0.15267
 -0.28352   0.15287
 -0.25719   0.15294
 -0.23142   0.15288
 -0.20628   0.15267
 -0.18179   0.15232
 -0.15801   0.15179
 -0.13496   0.15110
 -0.10178   0.14972
 -0.07028   0.14789
 -0.04042   0.14562
 -0.01208   0.14289
  0.01490   0.13974
  0.04071   0.13625
  0.06555   0.13251
  0.08964   0.12861
  0.11315   0.12465
  0.13627   0.12071
  0.15914   0.11685
  0.18189   0.11310
  0.20463   0.10950
  0.22744   0.10608
  0.25038   0.10283
  0.27348   0.09977
  0.29676   0.09690
  0.32024   0.09422
  0.34393   0.09174
  0.36781   0.08944
  0.39188   0.08733
  0.41613   0.08539
  0.44056   0.08363
  0.46515   0.08204
  0.48990   0.08061
  0.51478   0.07933
  0.53980   0.07821
  0.56495   0.07722
  0.59020   0.07638
  0.61557   0.07567
  0.64103   0.07509
  0.66658   0.07463
  0.69222   0.07429
  0.71794   0.07406
  0.74373   0.07394
  0.76959   0.07392
  0.79552   0.07400
  0.82150   0.07418
  0.84754   0.07446
  0.87363   0.07482
  0.89977   0.07527
  0.92596   0.07580
  0.95219   0.07641
  0.97846   0.07710
ZONE T="8     9", I= 122, F=POINT
 -1.83899  -0.35008
 -1.83897  -0.35007
 -1.81421  -0.34089
 -1.78953  -0.33162
 -1.76492  -0.32225
 -1.74041  -0.31278
 -1.71598  -0.30321
 -1.69166  -0.29354
 -1.66744  -0.28375
 -1.64333  -0.27384
 -1.61934  -0.26382
 -1.59548  -0.25366
 -1.57175  -0.24337
 -1.54818  -0.23295
 -1.52477  -0.22238
 -1.50153  -0.21166
 -1.47848  -0.20078
 -1.45564  -0.18975
 -1.43302  -0.17854
 -1.41064  -0.16716
 -1.38852  -0.15560
 -1.36670  -0.14385
 -1.34518  -0.13191
 -1.32401  -0.11979
 -1.30322  -0.10747
 -1.28283  -0.09496
 -1.26288  -0.08227
 -1.24342  -0.06940
 -1.22446  -0.05639
 -1.20605  -0.04326
 -1.18821  -0.03005
 -1.17094  -0.01681
 -1.15424  -0.00362
 -1.13805   0.00944
 -1.12229   0.02228
 -1.10684   0.03477
 -1.09152   0.04682
 -1.07608   0.05833
 -1.06028   0.06922
 -1.04940   0.07611
 -1.03814   0.08268
 -1.02642   0.08893
 -1.01417   0.09487
 -1.00131   0.10049
 -0.98777   0.10580
 -0.97351   0.11081
 -0.95847   0.11553
 -0.94261   0.11998
 -0.92592   0.12417
 -0.89927   0.12998
 -0.87067   0.13527
 -0.84014   0.14009
 -0.80774   0.14447
 -0.78516   0.14717
 -0.76183   0.14970
 -0.73779   0.15206
 -0.71310   0.15428
 -0.68781   0.15635
 -0.66198   0.15828
 -0.63566   0.16007
 -0.60893   0.16174
 -0.58186   0.16328
 -0.55450   0.16471
 -0.52695   0.16601
 -0.49925   0.16720
 -0.47150   0.16827
 -0.44376   0.16922
 -0.41611   0.17006
 -0.38861   0.17079
 -0.36134   0.17139
 -0.33436   0.17188
 -0.30773   0.17224
 -0.28152   0.17248
 -0.25578   0.17258
 -0.23057   0.17255
 -0.20591   0.17237
 -0.18186   0.17204
 -0.15844   0.17155
 -0.12454   0.17051
 -0.09214   0.16908
 -0.06123   0.16724
 -0.03173   0.16500
 -0.00354   0.16238
  0.02349   0.15942
  0.04953   0.15618
  0.07473   0.15276
  0.09929   0.14921
  0.12335   0.14563
  0.14706   0.14207
  0.17054   0.13857
  0.19391   0.13518
  0.21726   0.13192
  0.24063   0.12882
  0.26410   0.12587
  0.28769   0.12310
  0.31141   0.12050
  0.33530   0.11807
  0.35934   0.11582
  0.38355   0.11375
  0.40791   0.11184
  0.43243   0.11010
  0.45710   0.10852
  0.48190   0.10710
  0.50684   0.10583
  0.53190   0.10471
  0.55708   0.10373
  0.58236   0.10288
  0.60775   0.10217
  0.63323   0.10158
  0.65880   0.10111
  0.68446   0.10076
  0.71019   0.10052
  0.73599   0.10038
  0.76186   0.10036
  0.78779   0.10043
  0.81378   0.10060
  0.83983   0.10086
  0.86592   0.10120
  0.89207   0.10164
  0.91826   0.10216
  0.94449   0.10276
  0.97076   0.10343
ZONE T="9    10", I= 119, F=POINT
 -1.84622  -0.32437
 -1.84619  -0.32436
 -1.82145  -0.31519
 -1.79679  -0.30593
 -1.77222  -0.29657
 -1.74772  -0.28712
 -1.72333  -0.27757
 -1.69903  -0.26791
 -1.67483  -0.25813
 -1.65075  -0.24825
 -1.62679  -0.23825
 -1.60296  -0.22812
 -1.57927  -0.21786
 -1.55573  -0.20747
 -1.53235  -0.19694
 -1.50915  -0.18627
 -1.48613  -0.17544
 -1.46331  -0.16447
 -1.44072  -0.15333
 -1.41837  -0.14203
 -1.39627  -0.13056
 -1.37445  -0.11892
 -1.35294  -0.10710
 -1.33176  -0.09512
 -1.31094  -0.08296
 -1.29050  -0.07064
 -1.27047  -0.05817
 -1.25089  -0.04556
 -1.23176  -0.03284
 -1.21311  -0.02004
 -1.19494  -0.00720
 -1.17725   0.00562
 -1.16000   0.01835
 -1.14312   0.03092
 -1.12653   0.04325
 -1.11009   0.05524
 -1.09363   0.06680
 -1.07693   0.07785
 -1.05978   0.08834
 -1.04192   0.09822
 -1.02312   0.10745
 -1.00994   0.11325
 -0.99619   0.11877
 -0.98181   0.12400
 -0.96676   0.12896
 -0.95099   0.13366
 -0.93447   0.13810
 -0.90825   0.14431
 -0.88028   0.15000
 -0.85054   0.15521
 -0.81908   0.15998
 -0.78597   0.16433
 -0.75132   0.16830
 -0.72742   0.17075
 -0.70294   0.17304
 -0.67793   0.17519
 -0.65244   0.17720
 -0.62653   0.17907
 -0.60026   0.18081
 -0.57368   0.18243
 -0.54687   0.18392
 -0.51989   0.18529
 -0.49280   0.18654
 -0.46568   0.18766
 -0.43858   0.18868
 -0.41157   0.18957
 -0.38472   0.19034
 -0.35809   0.19099
 -0.33173   0.19152
 -0.30570   0.19193
 -0.28007   0.19220
 -0.25486   0.19234
 -0.23013   0.19235
 -0.20591   0.19221
 -0.18224   0.19192
 -0.14780   0.19121
 -0.11469   0.19014
 -0.08291   0.18871
 -0.05244   0.18690
 -0.02321   0.18475
  0.00490   0.18227
  0.03201   0.17952
  0.05825   0.17655
  0.08379   0.17342
  0.10876   0.17021
  0.13330   0.16697
  0.15752   0.16375
  0.18153   0.16059
  0.20543   0.15753
  0.22928   0.15459
  0.25314   0.15178
  0.27707   0.14912
  0.30107   0.14661
  0.32519   0.14427
  0.34943   0.14208
  0.37379   0.14005
  0.39829   0.13818
  0.42292   0.13648
  0.44767   0.13492
  0.47255   0.13351
  0.49755   0.13226
  0.52267   0.13114
  0.54789   0.13016
  0.57321   0.12931
  0.59863   0.12860
  0.62414   0.12800
  0.64973   0.12753
  0.67540   0.12717
  0.70115   0.12692
  0.72696   0.12678
  0.75285   0.12674
  0.77879   0.12680
  0.80479   0.12695
  0.83084   0.12720
  0.85694   0.12754
  0.88309   0.12796
  0.90929   0.12846
  0.93552   0.12905
  0.96180   0.12971
ZONE T=":    11", I= 115, F=POINT
 -1.85288  -0.29854
 -1.85286  -0.29853
 -1.82814  -0.28937
 -1.80350  -0.28012
 -1.77894  -0.27078
 -1.75447  -0.26134
 -1.73009  -0.25180
 -1.70582  -0.24216
 -1.68165  -0.23241
 -1.65759  -0.22255
 -1.63365  -0.21258
 -1.60985  -0.20248
 -1.58618  -0.19226
 -1.56266  -0.18191
 -1.53930  -0.17143
 -1.51612  -0.16081
 -1.49312  -0.15004
 -1.47032  -0.13913
 -1.44774  -0.12807
 -1.42539  -0.11686
 -1.40329  -0.10549
 -1.38147  -0.09397
 -1.35993  -0.08229
 -1.33871  -0.07046
 -1.31783  -0.05848
 -1.29730  -0.04636
 -1.27715  -0.03412
 -1.25739  -0.02177
 -1.23804  -0.00934
 -1.21909   0.00313
 -1.20055   0.01560
 -1.18239   0.02802
 -1.16455   0.04033
 -1.14698   0.05245
 -1.12956   0.06432
 -1.11216   0.07585
 -1.09463   0.08697
 -1.07678   0.09763
 -1.05841   0.10776
 -1.03931   0.11734
 -1.01928   0.12633
 -0.99813   0.13474
 -0.97570   0.14258
 -0.95186   0.14984
 -0.92651   0.15657
 -0.89959   0.16278
 -0.87106   0.16850
 -0.84095   0.17377
 -0.80928   0.17861
 -0.77612   0.18304
 -0.74159   0.18711
 -0.70580   0.19082
 -0.66889   0.19420
 -0.64374   0.19627
 -0.61823   0.19821
 -0.59239   0.20002
 -0.56630   0.20169
 -0.54001   0.20325
 -0.51357   0.20467
 -0.48705   0.20598
 -0.46051   0.20716
 -0.43401   0.20823
 -0.40760   0.20917
 -0.38135   0.20999
 -0.35530   0.21069
 -0.32951   0.21126
 -0.30403   0.21171
 -0.27891   0.21203
 -0.25418   0.21222
 -0.22988   0.21227
 -0.19432   0.21208
 -0.15989   0.21157
 -0.12664   0.21073
 -0.09459   0.20956
 -0.06371   0.20804
 -0.03396   0.20621
 -0.00526   0.20408
  0.02250   0.20169
  0.04943   0.19908
  0.07566   0.19632
  0.10131   0.19346
  0.12650   0.19054
  0.15134   0.18763
  0.17593   0.18474
  0.20035   0.18193
  0.22467   0.17920
  0.24896   0.17659
  0.27325   0.17411
  0.29758   0.17176
  0.32198   0.16955
  0.34647   0.16749
  0.37105   0.16557
  0.39574   0.16381
  0.42053   0.16219
  0.44543   0.16071
  0.47044   0.15938
  0.49555   0.15818
  0.52076   0.15712
  0.54607   0.15620
  0.57147   0.15540
  0.59696   0.15472
  0.62253   0.15417
  0.64817   0.15373
  0.67389   0.15340
  0.69968   0.15318
  0.72554   0.15307
  0.75145   0.15305
  0.77743   0.15313
  0.80346   0.15331
  0.82954   0.15358
  0.85566   0.15393
  0.88184   0.15437
  0.90805   0.15489
  0.93430   0.15548
  0.96060   0.15616
ZONE T=";    12", I= 109, F=POINT
 -1.85899  -0.27259
 -1.85896  -0.27258
 -1.83426  -0.26343
 -1.80964  -0.25420
 -1.78510  -0.24487
 -1.76065  -0.23545
 -1.73629  -0.22594
 -1.71203  -0.21632
 -1.68788  -0.20660
 -1.66384  -0.19676
 -1.63992  -0.18682
 -1.61613  -0.17676
 -1.59248  -0.16658
 -1.56897  -0.15628
 -1.54563  -0.14585
 -1.52245  -0.13529
 -1.49946  -0.12459
 -1.47667  -0.11376
 -1.45408  -0.10278
 -1.43172  -0.09167
 -1.40960  -0.08041
 -1.38774  -0.06901
 -1.36616  -0.05747
 -1.34487  -0.04580
 -1.32389  -0.03401
 -1.30323  -0.02210
 -1.28292  -0.01009
 -1.26295   0.00200
 -1.24333   0.01413
 -1.22406   0.02628
 -1.20511   0.03839
 -1.18644   0.05043
 -1.16801   0.06234
 -1.14973   0.07405
 -1.13151   0.08549
 -1.11321   0.09661
 -1.09470   0.10735
 -1.07579   0.11764
 -1.05633   0.12746
 -1.03612   0.13676
 -1.01501   0.14554
 -0.99283   0.15377
 -0.96946   0.16148
 -0.94477   0.16866
 -0.91870   0.17534
 -0.89119   0.18154
 -0.86222   0.18727
 -0.83181   0.19258
 -0.80001   0.19747
 -0.76687   0.20197
 -0.73249   0.20611
 -0.69698   0.20990
 -0.66049   0.21336
 -0.62315   0.21651
 -0.58514   0.21935
 -0.54662   0.22190
 -0.50778   0.22417
 -0.46880   0.22617
 -0.42986   0.22788
 -0.39113   0.22932
 -0.35278   0.23049
 -0.31499   0.23137
 -0.27788   0.23197
 -0.24159   0.23227
 -0.20621   0.23228
 -0.17183   0.23197
 -0.13851   0.23136
 -0.10625   0.23043
 -0.07506   0.22919
 -0.04489   0.22766
 -0.01570   0.22585
  0.01262   0.22379
  0.04014   0.22153
  0.06697   0.21911
  0.09323   0.21657
  0.11901   0.21397
  0.14442   0.21134
  0.16953   0.20873
  0.19444   0.20616
  0.21921   0.20366
  0.24390   0.20125
  0.26856   0.19895
  0.29321   0.19676
  0.31790   0.19470
  0.34264   0.19276
  0.36744   0.19097
  0.39232   0.18930
  0.41728   0.18778
  0.44234   0.18639
  0.46748   0.18513
  0.49270   0.18401
  0.51802   0.18301
  0.54342   0.18214
  0.56890   0.18139
  0.59446   0.18076
  0.62009   0.18025
  0.64579   0.17985
  0.67157   0.17955
  0.69740   0.17936
  0.72330   0.17928
  0.74925   0.17929
  0.77526   0.17939
  0.80132   0.17959
  0.82743   0.17988
  0.85358   0.18025
  0.87978   0.18071
  0.90601   0.18124
  0.93229   0.18185
  0.95860   0.18254
ZONE T="<    13", I= 109, F=POINT
 -1.86453  -0.24653
 -1.86451  -0.24653
 -1.83982  -0.23739
 -1.81521  -0.22818
 -1.79068  -0.21887
 -1.76625  -0.20947
 -1.74190  -0.19998
 -1.71766  -0.19039
 -1.69352  -0.18069
 -1.66949  -0.17089
 -1.64558  -0.16099
 -1.62180  -0.15097
 -1.59816  -0.14083
 -1.57466  -0.13058
 -1.55132  -0.12021
 -1.52815  -0.10971
 -1.50515  -0.09909
 -1.48234  -0.08834
 -1.45974  -0.07746
 -1.43735  -0.06645
 -1.41519  -0.05531
 -1.39327  -0.04404
 -1.37162  -0.03266
 -1.35023  -0.02116
 -1.32913  -0.00955
 -1.30832   0.00215
 -1.28781   0.01392
 -1.26761   0.02574
 -1.24769   0.03758
 -1.22806   0.04942
 -1.20867   0.06120
 -1.18950   0.07288
 -1.17047   0.08441
 -1.15150   0.09573
 -1.13251   0.10679
 -1.11336   0.11754
 -1.09393   0.12792
 -1.07407   0.13789
 -1.05362   0.14741
 -1.03244   0.15647
 -1.01038   0.16503
 -0.98730   0.17310
 -0.96311   0.18068
 -0.93770   0.18777
 -0.91101   0.19440
 -0.88301   0.20057
 -0.85369   0.20630
 -0.82306   0.21162
 -0.79117   0.21655
 -0.75808   0.22110
 -0.72388   0.22529
 -0.68868   0.22915
 -0.65260   0.23268
 -0.61577   0.23589
 -0.57835   0.23881
 -0.54050   0.24144
 -0.50237   0.24378
 -0.46414   0.24584
 -0.42596   0.24763
 -0.38800   0.24914
 -0.35040   0.25037
 -0.31331   0.25133
 -0.27685   0.25200
 -0.24114   0.25239
 -0.20626   0.25248
 -0.17229   0.25228
 -0.13925   0.25179
 -0.10718   0.25100
 -0.07607   0.24993
 -0.04588   0.24859
 -0.01656   0.24699
  0.01196   0.24518
  0.03975   0.24318
  0.06692   0.24103
  0.09354   0.23878
  0.11971   0.23646
  0.14551   0.23411
  0.17103   0.23176
  0.19633   0.22945
  0.22148   0.22719
  0.24653   0.22501
  0.27152   0.22292
  0.29648   0.22094
  0.32145   0.21907
  0.34645   0.21731
  0.37149   0.21567
  0.39659   0.21417
  0.42175   0.21278
  0.44698   0.21152
  0.47228   0.21039
  0.49765   0.20938
  0.52310   0.20849
  0.54862   0.20771
  0.57421   0.20706
  0.59986   0.20652
  0.62559   0.20608
  0.65137   0.20576
  0.67722   0.20554
  0.70312   0.20541
  0.72908   0.20539
  0.75510   0.20546
  0.78116   0.20562
  0.80727   0.20587
  0.83342   0.20621
  0.85961   0.20663
  0.88585   0.20713
  0.91212   0.20771
  0.93843   0.20836
  0.96477   0.20908
ZONE T="=    14", I= 108, F=POINT
 -1.86951  -0.22038
 -1.86949  -0.22037
 -1.84481  -0.21126
 -1.82021  -0.20206
 -1.79570  -0.19278
 -1.77127  -0.18340
 -1.74694  -0.17394
 -1.72270  -0.16437
 -1.69857  -0.15471
 -1.67455  -0.14495
 -1.65065  -0.13508
 -1.62687  -0.12511
 -1.60323  -0.11503
 -1.57973  -0.10483
 -1.55638  -0.09452
 -1.53320  -0.08410
 -1.51018  -0.07355
 -1.48735  -0.06289
 -1.46471  -0.05211
 -1.44228  -0.04121
 -1.42006  -0.03020
 -1.39808  -0.01907
 -1.37633  -0.00784
 -1.35482   0.00349
 -1.33358   0.01490
 -1.31259   0.02638
 -1.29186   0.03792
 -1.27139   0.04948
 -1.25116   0.06104
 -1.23114   0.07257
 -1.21131   0.08402
 -1.19162   0.09536
 -1.17200   0.10654
 -1.15237   0.11751
 -1.13265   0.12822
 -1.11271   0.13862
 -1.09244   0.14868
 -1.07170   0.15835
 -1.05037   0.16760
 -1.02832   0.17642
 -1.00542   0.18479
 -0.98156   0.19270
 -0.95665   0.20015
 -0.93062   0.20715
 -0.90342   0.21371
 -0.87501   0.21984
 -0.84541   0.22556
 -0.81462   0.23089
 -0.78269   0.23583
 -0.74968   0.24042
 -0.71567   0.24465
 -0.68077   0.24856
 -0.64509   0.25214
 -0.60876   0.25542
 -0.57190   0.25840
 -0.53467   0.26108
 -0.49722   0.26349
 -0.45968   0.26562
 -0.42221   0.26747
 -0.38496   0.26905
 -0.34805   0.27035
 -0.31161   0.27138
 -0.27575   0.27213
 -0.24057   0.27260
 -0.20615   0.27280
 -0.17254   0.27271
 -0.13979   0.27234
 -0.10790   0.27169
 -0.07687   0.27079
 -0.04667   0.26963
 -0.01726   0.26825
  0.01142   0.26666
  0.03945   0.26490
  0.06688   0.26301
  0.09382   0.26102
  0.12032   0.25897
  0.14647   0.25688
  0.17234   0.25479
  0.19799   0.25272
  0.22347   0.25070
  0.24884   0.24874
  0.27413   0.24686
  0.29938   0.24507
  0.32461   0.24338
  0.34986   0.24179
  0.37512   0.24032
  0.40042   0.23896
  0.42577   0.23772
  0.45117   0.23659
  0.47662   0.23557
  0.50213   0.23468
  0.52771   0.23389
  0.55334   0.23322
  0.57904   0.23266
  0.60479   0.23220
  0.63060   0.23185
  0.65647   0.23160
  0.68239   0.23145
  0.70836   0.23140
  0.73439   0.23144
  0.76045   0.23157
  0.78657   0.23178
  0.81273   0.23209
  0.83892   0.23248
  0.86516   0.23294
  0.89143   0.23349
  0.91774   0.23411
  0.94408   0.23480
ZONE T=">    15", I= 108, F=POINT
 -1.87393  -0.19415
 -1.87390  -0.19414
 -1.84923  -0.18504
 -1.82464  -0.17587
 -1.80014  -0.16661
 -1.77572  -0.15726
 -1.75139  -0.14782
 -1.72716  -0.13829
 -1.70303  -0.12867
 -1.67901  -0.11894
 -1.65511  -0.10912
 -1.63133  -0.09920
 -1.60768  -0.08917
 -1.58417  -0.07904
 -1.56081  -0.06879
 -1.53760  -0.05844
 -1.51456  -0.04798
 -1.49169  -0.03742
 -1.46901  -0.02674
 -1.44652  -0.01596
 -1.42423  -0.00507
 -1.40215   0.00591
 -1.38029   0.01698
 -1.35865   0.02813
 -1.33723   0.03934
 -1.31605   0.05061
 -1.29508   0.06191
 -1.27432   0.07321
 -1.25376   0.08450
 -1.23335   0.09573
 -1.21308   0.10688
 -1.19287   0.11789
 -1.17268   0.12874
 -1.15241   0.13938
 -1.13200   0.14976
 -1.11132   0.15985
 -1.09028   0.16961
 -1.06875   0.17900
 -1.04663   0.18801
 -1.02380   0.19661
 -1.00016   0.20479
 -0.97561   0.21254
 -0.95009   0.21987
 -0.92352   0.22677
 -0.89588   0.23326
 -0.86714   0.23935
 -0.83731   0.24504
 -0.80640   0.25036
 -0.77446   0.25531
 -0.74155   0.25991
 -0.70776   0.26418
 -0.67316   0.26812
 -0.63787   0.27174
 -0.60200   0.27507
 -0.56568   0.27810
 -0.52904   0.28084
 -0.49221   0.28331
 -0.45532   0.28549
 -0.41852   0.28741
 -0.38192   0.28905
 -0.34564   0.29042
 -0.30980   0.29152
 -0.27449   0.29236
 -0.23981   0.29292
 -0.20581   0.29321
 -0.17254   0.29323
 -0.14005   0.29299
 -0.10834   0.29249
 -0.07740   0.29174
 -0.04721   0.29077
 -0.01774   0.28959
  0.01107   0.28822
  0.03928   0.28669
  0.06695   0.28504
  0.09414   0.28330
  0.12093   0.28149
  0.14739   0.27965
  0.17356   0.27779
  0.19952   0.27596
  0.22530   0.27416
  0.25095   0.27241
  0.27652   0.27073
  0.30203   0.26914
  0.32750   0.26762
  0.35297   0.26621
  0.37844   0.26489
  0.40393   0.26368
  0.42946   0.26257
  0.45501   0.26157
  0.48062   0.26068
  0.50627   0.25990
  0.53196   0.25922
  0.55771   0.25865
  0.58351   0.25818
  0.60936   0.25781
  0.63526   0.25754
  0.66120   0.25736
  0.68720   0.25729
  0.71323   0.25730
  0.73932   0.25740
  0.76544   0.25760
  0.79161   0.25787
  0.81782   0.25823
  0.84406   0.25867
  0.87034   0.25918
  0.89665   0.25977
  0.92299   0.26044
  0.94937   0.26117
ZONE T="?    16", I= 107, F=POINT
 -1.87777  -0.16784
 -1.87775  -0.16783
 -1.85309  -0.15875
 -1.82850  -0.14960
 -1.80400  -0.14037
 -1.77958  -0.13105
 -1.75525  -0.12164
 -1.73102  -0.11215
 -1.70690  -0.10256
 -1.68287  -0.09288
 -1.65897  -0.08311
 -1.63518  -0.07324
 -1.61152  -0.06327
 -1.58799  -0.05320
 -1.56460  -0.04303
 -1.54137  -0.03276
 -1.51829  -0.02239
 -1.49537  -0.01192
 -1.47263  -0.00136
 -1.45006   0.00930
 -1.42769   0.02005
 -1.40550   0.03089
 -1.38351   0.04179
 -1.36172   0.05276
 -1.34012   0.06378
 -1.31872   0.07483
 -1.29750   0.08590
 -1.27645   0.09695
 -1.25554   0.10797
 -1.23474   0.11892
 -1.21401   0.12977
 -1.19331   0.14048
 -1.17256   0.15102
 -1.15169   0.16135
 -1.13062   0.17143
 -1.10926   0.18122
 -1.08751   0.19070
 -1.06527   0.19984
 -1.04243   0.20861
 -1.01891   0.21701
 -0.99462   0.22500
 -0.96947   0.23261
 -0.94341   0.23981
 -0.91638   0.24661
 -0.88837   0.25303
 -0.85935   0.25906
 -0.82933   0.26472
 -0.79835   0.27001
 -0.76643   0.27496
 -0.73364   0.27957
 -0.70006   0.28385
 -0.66576   0.28782
 -0.63085   0.29148
 -0.59542   0.29484
 -0.55961   0.29792
 -0.52352   0.30071
 -0.48727   0.30322
 -0.45099   0.30547
 -0.41479   0.30744
 -0.37880   0.30914
 -0.34311   0.31058
 -0.30782   0.31176
 -0.27302   0.31267
 -0.23879   0.31332
 -0.20519   0.31371
 -0.17225   0.31384
 -0.14000   0.31373
 -0.10846   0.31337
 -0.07762   0.31279
 -0.04746   0.31199
 -0.01794   0.31100
  0.01096   0.30984
  0.03932   0.30853
  0.06718   0.30711
  0.09459   0.30559
  0.12163   0.30402
  0.14834   0.30241
  0.17478   0.30078
  0.20100   0.29917
  0.22705   0.29758
  0.25297   0.29604
  0.27878   0.29455
  0.30452   0.29314
