ZONE T="first 0", I=  42, F=POINT
  1.56262   1.06847
  1.66168   1.05482
  1.76113   1.04434
  1.86086   1.03694
  1.96076   1.03246
  2.06074   1.03070
  2.16074   1.03142
  2.26070   1.03440
  2.36057   1.03942
  2.46033   1.04628
  2.55997   1.05480
  2.65947   1.06483
  2.75882   1.07622
  2.85802   1.08884
  2.95706   1.10260
  3.05596   1.11740
  3.15472   1.13314
  3.25333   1.14975
  3.35180   1.16718
  3.45013   1.18535
  3.54834   1.20421
  3.64642   1.22373
  3.74437   1.24385
  3.84221   1.26453
  3.93993   1.28575
  4.03754   1.30747
  4.13505   1.32966
  4.23245   1.35230
  4.32976   1.37536
  4.42697   1.39882
  4.52408   1.42266
  4.62111   1.44687
  4.71805   1.47141
  4.81491   1.49629
ZONE T="8     9", I= 118, F=POINT
 -4.46303  -2.41903
 -4.37866  -2.36535
 -4.29447  -2.31139
 -4.21048  -2.25712
 -4.12669  -2.20254
 -4.04311  -2.14763
 -3.95976  -2.09238
 -3.87666  -2.03675
 -3.79381  -1.98075
 -3.71124  -1.92434
 -3.62896  -1.86751
 -3.54699  -1.81023
 -3.46536  -1.75247
 -3.38409  -1.69421
 -3.30320  -1.63540
 -3.22274  -1.57603
 -3.14273  -1.51604
 -3.06321  -1.45540
 -2.98424  -1.39406
 -2.90585  -1.33197
 -2.82811  -1.26906
 -2.75108  -1.20529
 -2.67485  -1.14057
 -2.59949  -1.07484
 -2.52510  -1.00801
 -2.45180  -0.93999
 -2.37971  -0.87068
 -2.30898  -0.80000
 -2.23975  -0.72783
 -2.17219  -0.65411
 -2.10646  -0.57874
 -2.04273  -0.50168
 -1.98112  -0.42292
 -1.92169  -0.34249
 -1.86445  -0.26049
 -1.80926  -0.17710
 -1.75588  -0.09254
 -1.70394  -0.00709
 -1.65294   0.07893
 -1.60229   0.16516
 -1.55139   0.25123
 -1.49960   0.33678
 -1.44634   0.42141
 -1.39108   0.50476
 -1.33336   0.58641
 -1.27280   0.66600
 -1.20913   0.74311
 -1.14216   0.81736
 -1.07175   0.88838
 -1.02289   0.93374
 -0.97251   0.97739
 -0.92061   1.01924
 -0.86723   1.05918
 -0.81242   1.09712
 -0.75622   1.13299
 -0.69871   1.16671
 -0.63995   1.19821
 -0.58003   1.22743
 -0.51903   1.25432
 -0.45703   1.27884
 -0.39414   1.30095
 -0.33045   1.32065
 -0.26606   1.33791
 -0.20106   1.35274
 -0.13556   1.36516
 -0.06965   1.37518
 -0.00343   1.38285
  0.06302   1.38822
  0.12961   1.39134
  0.19627   1.39229
  0.26293   1.39116
  0.32952   1.38806
  0.39601   1.38308
  0.46233   1.37637
  0.56148   1.36336
  0.66018   1.34727
  0.75844   1.32871
  0.85634   1.30830
  0.95398   1.28673
  1.05153   1.26471
  1.14913   1.24296
  1.24694   1.22213
  1.34506   1.20283
  1.44356   1.18556
  1.54245   1.17068
  1.64169   1.15844
  1.74124   1.14892
  1.84101   1.14212
  1.94092   1.13796
  2.04091   1.13630
  2.14091   1.13697
  2.24087   1.13978
  2.34075   1.14457
  2.44053   1.15115
  2.54020   1.15937
  2.63972   1.16908
  2.73911   1.18015
  2.83835   1.19247
  2.93744   1.20593
  3.03638   1.22043
  3.13518   1.23589
  3.23383   1.25224
  3.33235   1.26942
  3.43073   1.28735
  3.52897   1.30599
  3.62709   1.32529
  3.72509   1.34522
  3.82296   1.36572
  3.92072   1.38676
  4.01837   1.40831
  4.11592   1.43035
  4.21335   1.45284
  4.31069   1.47576
  4.40793   1.49909
  4.50508   1.52281
  4.60213   1.54690
  4.69910   1.57133
  4.79599   1.59610
ZONE T="9    10", I= 117, F=POINT
 -4.51052  -2.32929
 -4.42622  -2.27550
 -4.34211  -2.22141
 -4.25820  -2.16701
 -4.17450  -2.11230
 -4.09101  -2.05725
 -4.00777  -2.00184
 -3.92477  -1.94606
 -3.84203  -1.88989
 -3.75958  -1.83331
 -3.67743  -1.77630
 -3.59559  -1.71882
 -3.51411  -1.66086
 -3.43299  -1.60238
 -3.35227  -1.54335
 -3.27197  -1.48374
 -3.19215  -1.42351
 -3.11283  -1.36262
 -3.03406  -1.30101
 -2.95589  -1.23864
 -2.87838  -1.17546
 -2.80159  -1.11140
 -2.72560  -1.04640
 -2.65049  -0.98038
 -2.57634  -0.91328
 -2.50327  -0.84501
 -2.43139  -0.77549
 -2.36081  -0.70465
 -2.29167  -0.63240
 -2.22409  -0.55869
 -2.15820  -0.48347
 -2.09410  -0.40672
 -2.03185  -0.32846
 -1.97146  -0.24875
 -1.91286  -0.16772
 -1.85590  -0.08552
 -1.80031  -0.00240
 -1.74573   0.08139
 -1.69172   0.16555
 -1.63778   0.24976
 -1.58338   0.33367
 -1.52800   0.41693
 -1.47113   0.49918
 -1.41234   0.58007
 -1.35123   0.65923
 -1.28749   0.73629
 -1.22089   0.81088
 -1.15124   0.88264
 -1.07848   0.95123
 -1.00255   1.01631
 -0.95020   1.05759
 -0.89649   1.09708
 -0.84145   1.13470
 -0.78513   1.17037
 -0.72757   1.20402
 -0.66886   1.23559
 -0.60904   1.26502
 -0.54820   1.29227
 -0.48641   1.31730
 -0.42376   1.34009
 -0.36033   1.36060
 -0.29620   1.37884
 -0.23148   1.39481
 -0.16623   1.40851
 -0.10056   1.41998
 -0.03454   1.42923
  0.03175   1.43633
  0.09823   1.44132
  0.16483   1.44429
  0.23149   1.44529
  0.29815   1.44444
  0.36477   1.44183
  0.46452   1.43487
  0.56400   1.42466
  0.66316   1.41169
  0.76199   1.39649
  0.86057   1.37966
  0.95896   1.36179
  1.05728   1.34352
  1.15563   1.32547
  1.25413   1.30819
  1.35284   1.29222
  1.45182   1.27796
  1.55107   1.26575
  1.65058   1.25578
  1.75029   1.24818
  1.85015   1.24296
  1.95011   1.24008
  2.05011   1.23944
  2.15010   1.24091
  2.25004   1.24436
  2.34990   1.24964
  2.44965   1.25660
  2.54929   1.26512
  2.64880   1.27506
  2.74816   1.28632
  2.84738   1.29877
  2.94646   1.31234
  3.04539   1.32692
  3.14418   1.34245
  3.24282   1.35885
  3.34133   1.37606
  3.43970   1.39402
  3.53795   1.41269
  3.63606   1.43201
  3.73405   1.45194
  3.83193   1.47245
  3.92969   1.49351
  4.02733   1.51507
  4.12487   1.53711
  4.22231   1.55961
  4.31965   1.58254
  4.41689   1.60587
  4.51403   1.62960
  4.61109   1.65369
  4.70805   1.67813
  4.80493   1.70291
ZONE T=":    11", I= 114, F=POINT
 -4.55620  -2.23862
 -4.47197  -2.18472
 -4.38794  -2.13051
 -4.30410  -2.07600
 -4.22048  -2.02115
 -4.13709  -1.96597
 -4.05394  -1.91042
 -3.97103  -1.85450
 -3.88840  -1.79818
 -3.80606  -1.74144
 -3.72402  -1.68426
 -3.64231  -1.62661
 -3.56095  -1.56846
 -3.47997  -1.50980
 -3.39939  -1.45057
 -3.31925  -1.39076
 -3.23959  -1.33032
 -3.16043  -1.26920
 -3.08184  -1.20738
 -3.00385  -1.14479
 -2.92652  -1.08138
 -2.84992  -1.01710
 -2.77410  -0.95189
 -2.69916  -0.88568
 -2.62518  -0.81840
 -2.55223  -0.75000
 -2.48043  -0.68039
 -2.40988  -0.60953
 -2.34066  -0.53735
 -2.27290  -0.46381
 -2.20665  -0.38890
 -2.14199  -0.31262
 -2.07892  -0.23502
 -2.01742  -0.15617
 -1.95737  -0.07620
 -1.89860   0.00470
 -1.84084   0.08634
 -1.78376   0.16845
 -1.72697   0.25075
 -1.67002   0.33296
 -1.61247   0.41474
 -1.55387   0.49577
 -1.49380   0.57571
 -1.43188   0.65424
 -1.36778   0.73099
 -1.30124   0.80564
 -1.23205   0.87784
 -1.16008   0.94726
 -1.08524   1.01359
 -1.00752   1.07651
 -0.92695   1.13574
 -0.84361   1.19102
 -0.75765   1.24212
 -0.69897   1.27376
 -0.63926   1.30340
 -0.57857   1.33099
 -0.51698   1.35650
 -0.45456   1.37991
 -0.39138   1.40120
 -0.32752   1.42035
 -0.26307   1.43738
 -0.19809   1.45228
 -0.13266   1.46509
 -0.06687   1.47583
 -0.00077   1.48454
  0.06555   1.49128
  0.13204   1.49611
  0.19864   1.49911
  0.26530   1.50035
  0.36529   1.49913
  0.46519   1.49454
  0.56490   1.48699
  0.66439   1.47694
  0.76366   1.46488
  0.86274   1.45134
  0.96169   1.43688
  1.06058   1.42203
  1.15950   1.40733
  1.25851   1.39328
  1.35766   1.38033
  1.45700   1.36883
  1.55652   1.35908
  1.65622   1.35126
  1.75605   1.34550
  1.85598   1.34182
  1.95597   1.34022
  2.05597   1.34062
  2.15594   1.34295
  2.25586   1.34709
  2.35569   1.35292
  2.45541   1.36033
  2.55502   1.36921
  2.65449   1.37944
  2.75383   1.39093
  2.85303   1.40357
  2.95208   1.41728
  3.05100   1.43199
  3.14977   1.44762
  3.24840   1.46410
  3.34690   1.48138
  3.44526   1.49939
  3.54349   1.51811
  3.64160   1.53747
  3.73959   1.55743
  3.83746   1.57797
  3.93521   1.59905
  4.03285   1.62063
  4.13039   1.64269
  4.22782   1.66521
  4.32515   1.68815
  4.42239   1.71150
  4.51953   1.73524
  4.61658   1.75935
  4.71354   1.78380
ZONE T=";    12", I= 108, F=POINT
 -4.60006  -2.14706
 -4.51590  -2.09305
 -4.43193  -2.03874
 -4.34817  -1.98411
 -4.26463  -1.92915
 -4.18132  -1.87384
 -4.09825  -1.81816
 -4.01544  -1.76211
 -3.93290  -1.70565
 -3.85065  -1.64877
 -3.76872  -1.59143
 -3.68712  -1.53363
 -3.60588  -1.47533
 -3.52501  -1.41649
 -3.44456  -1.35710
 -3.36455  -1.29711
 -3.28502  -1.23650
 -3.20600  -1.17521
 -3.12754  -1.11320
 -3.04969  -1.05044
 -2.97250  -0.98687
 -2.89603  -0.92243
 -2.82034  -0.85708
 -2.74550  -0.79076
 -2.67158  -0.72340
 -2.59867  -0.65496
 -2.52685  -0.58538
 -2.45619  -0.51462
 -2.38678  -0.44263
 -2.31867  -0.36941
 -2.25193  -0.29494
 -2.18657  -0.21926
 -2.12256  -0.14243
 -2.05985  -0.06453
 -1.99830   0.01428
 -1.93773   0.09385
 -1.87788   0.17396
 -1.81845   0.25438
 -1.75908   0.33485
 -1.69939   0.41508
 -1.63899   0.49479
 -1.57751   0.57365
 -1.51457   0.65136
 -1.44987   0.72761
 -1.38312   0.80207
 -1.31409   0.87442
 -1.24262   0.94436
 -1.16858   1.01158
 -1.09192   1.07579
 -1.01261   1.13670
 -0.93070   1.19407
 -0.84627   1.24766
 -0.75944   1.29725
 -0.67035   1.34269
 -0.57920   1.38381
 -0.48619   1.42053
 -0.39153   1.45278
 -0.29546   1.48053
 -0.19821   1.50382
 -0.10001   1.52272
 -0.00108   1.53734
  0.09836   1.54785
  0.19814   1.55447
  0.29810   1.55746
  0.39810   1.55714
  0.49804   1.55385
  0.59787   1.54800
  0.69755   1.54003
  0.79709   1.53038
  0.89650   1.51955
  0.99583   1.50803
  1.09514   1.49628
  1.19448   1.48479
  1.29389   1.47395
  1.39341   1.46415
  1.49305   1.45568
  1.59281   1.44876
  1.69267   1.44356
  1.79262   1.44017
  1.89260   1.43862
  1.99260   1.43890
  2.09258   1.44096
  2.19251   1.44474
  2.29236   1.45015
  2.39212   1.45710
  2.49177   1.46548
  2.59130   1.47521
  2.69069   1.48619
  2.78995   1.49834
  2.88907   1.51157
  2.98805   1.52580
  3.08690   1.54098
  3.18560   1.55702
  3.28417   1.57388
  3.38260   1.59150
  3.48091   1.60984
  3.57909   1.62884
  3.67714   1.64846
  3.77508   1.66867
  3.87290   1.68944
  3.97061   1.71073
  4.06821   1.73251
  4.16570   1.75475
  4.26309   1.77744
  4.36039   1.80055
  4.45758   1.82405
  4.55469   1.84794
  4.65171   1.87218
ZONE T="<    13", I= 108, F=POINT
 -4.64208  -2.05463
 -4.55798  -2.00053
 -4.47408  -1.94611
 -4.39039  -1.89138
 -4.30691  -1.83631
 -4.22368  -1.78089
 -4.14068  -1.72510
 -4.05795  -1.66893
 -3.97550  -1.61234
 -3.89335  -1.55533
 -3.81151  -1.49787
 -3.73000  -1.43993
 -3.64886  -1.38149
 -3.56810  -1.32251
 -3.48775  -1.26298
 -3.40785  -1.20285
 -3.32842  -1.14209
 -3.24951  -1.08066
 -3.17116  -1.01853
 -3.09341  -0.95564
 -3.01631  -0.89195
 -2.93992  -0.82742
 -2.86428  -0.76200
 -2.78948  -0.69564
 -2.71556  -0.62829
 -2.64259  -0.55991
 -2.57065  -0.49046
 -2.49978  -0.41990
 -2.43006  -0.34822
 -2.36151  -0.27541
 -2.29415  -0.20150
 -2.22799  -0.12651
 -2.16297  -0.05054
 -2.09900   0.02632
 -2.03594   0.10394
 -1.97361   0.18213
 -1.91176   0.26071
 -1.85012   0.33945
 -1.78836   0.41811
 -1.72617   0.49641
 -1.66319   0.57409
 -1.59910   0.65086
 -1.53360   0.72642
 -1.46641   0.80048
 -1.39729   0.87274
 -1.32605   0.94292
 -1.25254   1.01072
 -1.17667   1.07587
 -1.09839   1.13809
 -1.01768   1.19713
 -0.93459   1.25277
 -0.84919   1.30480
 -0.76159   1.35303
 -0.67192   1.39731
 -0.58036   1.43752
 -0.48709   1.47357
 -0.39230   1.50543
 -0.29620   1.53308
 -0.19900   1.55656
 -0.10089   1.57595
 -0.00209   1.59137
  0.09723   1.60298
  0.19691   1.61100
  0.29680   1.61568
  0.39679   1.61732
  0.49678   1.61624
  0.59672   1.61281
  0.69658   1.60744
  0.79634   1.60054
  0.89602   1.59255
  0.99565   1.58390
  1.09525   1.57501
  1.19487   1.56630
  1.29454   1.55813
  1.39427   1.55083
  1.49408   1.54465
  1.59396   1.53981
  1.69391   1.53645
  1.79389   1.53468
  1.89389   1.53453
  1.99388   1.53602
  2.09383   1.53911
  2.19372   1.54376
  2.29353   1.54990
  2.39325   1.55746
  2.49285   1.56636
  2.59233   1.57653
  2.69169   1.58788
  2.79091   1.60033
  2.88999   1.61382
  2.98894   1.62828
  3.08776   1.64364
  3.18643   1.65985
  3.28498   1.67685
  3.38339   1.69459
  3.48168   1.71303
  3.57984   1.73212
  3.67788   1.75182
  3.77580   1.77211
  3.87361   1.79293
  3.97130   1.81428
  4.06889   1.83611
  4.16637   1.85840
  4.26376   1.88113
  4.36104   1.90427
  4.45823   1.92781
  4.55533   1.95172
  4.65234   1.97599
ZONE T="=    14", I= 108, F=POINT
 -4.68224  -1.96139
 -4.59820  -1.90719
 -4.51436  -1.85269
 -4.43073  -1.79786
 -4.34732  -1.74269
 -4.26415  -1.68717
 -4.18123  -1.63127
 -4.09857  -1.57499
 -4.01620  -1.51830
 -3.93412  -1.46117
 -3.85236  -1.40359
 -3.77093  -1.34554
 -3.68987  -1.28698
 -3.60920  -1.22789
 -3.52894  -1.16824
 -3.44912  -1.10800
 -3.36978  -1.04714
 -3.29095  -0.98561
 -3.21267  -0.92338
 -3.13498  -0.86041
 -3.05793  -0.79667
 -2.98156  -0.73211
 -2.90593  -0.66668
 -2.83110  -0.60036
 -2.75710  -0.53309
 -2.68400  -0.46485
 -2.61185  -0.39561
 -2.54070  -0.32535
 -2.47057  -0.25406
 -2.40148  -0.18176
 -2.33343  -0.10849
 -2.26639  -0.03428
 -2.20030   0.04076
 -2.13506   0.11654
 -2.07051   0.19292
 -2.00647   0.26973
 -1.94273   0.34678
 -1.87902   0.42386
 -1.81506   0.50073
 -1.75057   0.57715
 -1.68524   0.65287
 -1.61880   0.72761
 -1.55099   0.80110
 -1.48156   0.87307
 -1.41032   0.94324
 -1.33709   1.01135
 -1.26177   1.07713
 -1.18426   1.14031
 -1.10453   1.20067
 -1.02258   1.25798
 -0.93844   1.31201
 -0.85218   1.36260
 -0.76390   1.40958
 -0.67373   1.45281
 -0.58181   1.49220
 -0.48832   1.52768
 -0.39342   1.55922
 -0.29731   1.58682
 -0.20016   1.61053
 -0.10216   1.63042
 -0.00348   1.64663
  0.09571   1.65932
  0.19527   1.66868
  0.29508   1.67497
  0.39502   1.67845
  0.49501   1.67944
  0.59500   1.67827
  0.69496   1.67532
  0.79487   1.67097
  0.89472   1.66559
  0.99454   1.65959
  1.09434   1.65334
  1.19416   1.64719
  1.29399   1.64148
  1.39387   1.63649
  1.49379   1.63246
  1.59375   1.62958
  1.69373   1.62798
  1.79373   1.62778
  1.89372   1.62900
  1.99369   1.63168
  2.09360   1.63581
  2.19345   1.64135
  2.29321   1.64826
  2.39287   1.65647
  2.49242   1.66594
  2.59186   1.67658
  2.69116   1.68834
  2.79034   1.70115
  2.88938   1.71494
  2.98829   1.72966
  3.08707   1.74524
  3.18572   1.76165
  3.28423   1.77882
  3.38262   1.79671
  3.48088   1.81527
  3.57902   1.83448
  3.67704   1.85428
  3.77494   1.87466
  3.87273   1.89556
  3.97041   1.91698
  4.06798   1.93887
  4.16545   1.96122
  4.26283   1.98401
  4.36010   2.00720
  4.45728   2.03078
  4.55437   2.05474
  4.65137   2.07905
ZONE T=">    15", I= 107, F=POINT
 -4.72053  -1.86735
 -4.63654  -1.81308
 -4.55275  -1.75849
 -4.46918  -1.70357
 -4.38583  -1.64832
 -4.30272  -1.59270
 -4.21987  -1.53672
 -4.13727  -1.48034
 -4.05496  -1.42355
 -3.97295  -1.36633
 -3.89126  -1.30866
 -3.80990  -1.25050
 -3.72891  -1.19185
 -3.64830  -1.13267
 -3.56811  -1.07293
 -3.48835  -1.01261
 -3.40907  -0.95167
 -3.33028  -0.89008
 -3.25204  -0.82780
 -3.17438  -0.76481
 -3.09734  -0.70105
 -3.02095  -0.63651
 -2.94528  -0.57114
 -2.87035  -0.50491
 -2.79622  -0.43780
 -2.72292  -0.36977
 -2.65050  -0.30082
 -2.57897  -0.23094
 -2.50836  -0.16012
 -2.43866  -0.08841
 -2.36986  -0.01584
 -2.30191   0.05752
 -2.23473   0.13159
 -2.16820   0.20625
 -2.10220   0.28137
 -2.03653   0.35679
 -1.97099   0.43232
 -1.90534   0.50776
 -1.83935   0.58289
 -1.77275   0.65748
 -1.70528   0.73130
 -1.63671   0.80408
 -1.56680   0.87559
 -1.49536   0.94556
 -1.42221   1.01374
 -1.34720   1.07988
 -1.27025   1.14374
 -1.19128   1.20508
 -1.11025   1.26370
 -1.02718   1.31937
 -0.94210   1.37191
 -0.85507   1.42117
 -0.76619   1.46700
 -0.67557   1.50928
 -0.58334   1.54793
 -0.48966   1.58291
 -0.39468   1.61418
 -0.29856   1.64177
 -0.20147   1.66572
 -0.10357   1.68613
 -0.00502   1.70311
  0.09403   1.71682
  0.19346   1.72747
  0.29316   1.73527
  0.39302   1.74049
  0.49298   1.74341
  0.59297   1.74435
  0.69297   1.74365
  0.79295   1.74164
  0.89291   1.73869
  0.99285   1.73513
  1.09277   1.73130
  1.19270   1.72753
  1.29264   1.72410
  1.39260   1.72127
  1.49258   1.71925
  1.59258   1.71822
  1.69258   1.71831
  1.79257   1.71961
  1.89253   1.72218
  1.99246   1.72604
  2.09233   1.73121
  2.19212   1.73766
  2.29182   1.74535
  2.39142   1.75425
  2.49092   1.76431
  2.59029   1.77547
  2.68955   1.78767
  2.78867   1.80086
  2.88767   1.81499
  2.98654   1.83001
  3.08527   1.84585
  3.18388   1.86248
  3.28236   1.87985
  3.38071   1.89791
  3.47895   1.91664
  3.57706   1.93598
  3.67505   1.95591
  3.77293   1.97639
  3.87070   1.99740
  3.96836   2.01891
  4.06591   2.04088
  4.16337   2.06331
  4.26072   2.08616
  4.35798   2.10941
  4.45515   2.13306
  4.55222   2.15706
ZONE T="?    16", I= 107, F=POINT
 -4.75693  -1.77258
 -4.67299  -1.71822
 -4.58925  -1.66356
 -4.50573  -1.60857
 -4.42244  -1.55323
 -4.33938  -1.49754
 -4.25658  -1.44147
 -4.17404  -1.38501
 -4.09178  -1.32814
 -4.00983  -1.27084
 -3.92819  -1.21309
 -3.84689  -1.15486
 -3.76595  -1.09614
 -3.68539  -1.03689
 -3.60524  -0.97709
 -3.52553  -0.91671
 -3.44627  -0.85573
 -3.36751  -0.79411
 -3.28928  -0.73183
 -3.21161  -0.66884
 -3.13453  -0.60513
 -3.05809  -0.54066
 -2.98232  -0.47540
 -2.90725  -0.40933
 -2.83292  -0.34243
 -2.75937  -0.27469
 -2.68660  -0.20609
 -2.61465  -0.13665
 -2.54350  -0.06638
 -2.47314   0.00469
 -2.40355   0.07650
 -2.33465   0.14897
 -2.26637   0.22203
 -2.19859   0.29555
 -2.13116   0.36941
 -2.06393   0.44343
 -1.99670   0.51746
 -1.92925   0.59129
 -1.86137   0.66472
 -1.79283   0.73754
 -1.72341   0.80952
 -1.65290   0.88043
 -1.58110   0.95003
 -1.50783   1.01808
 -1.43295   1.08436
 -1.35634   1.14864
 -1.27792   1.21069
 -1.19763   1.27029
 -1.11544   1.32726
 -1.03137   1.38141
 -0.94544   1.43256
 -0.85773   1.48059
 -0.76831   1.52535
 -0.67728   1.56676
 -0.58478   1.60475
 -0.49093   1.63928
 -0.39587   1.67033
 -0.29976   1.69793
 -0.20273   1.72215
 -0.10494   1.74305
 -0.00653   1.76078
  0.09239   1.77547
  0.19168   1.78733
  0.29125   1.79656
  0.39102   1.80340
  0.49091   1.80813
  0.59087   1.81103
  0.69086   1.81241
  0.79086   1.81258
  0.89085   1.81186
  0.99085   1.81056
  1.09083   1.80898
  1.19082   1.80741
  1.29081   1.80610
  1.39081   1.80528
  1.49081   1.80515
  1.59081   1.80587
  1.69079   1.80756
  1.79075   1.81031
  1.89068   1.81419
  1.99055   1.81922
  2.09036   1.82542
  2.19009   1.83279
  2.28973   1.84129
  2.38926   1.85089
  2.48869   1.86157
  2.58800   1.87327
  2.68720   1.88596
  2.78627   1.89957
  2.88521   1.91407
  2.98403   1.92941
  3.08272   1.94554
  3.18128   1.96242
  3.27972   1.98002
  3.37804   1.99828
  3.47624   2.01719
  3.57432   2.03669
  3.67228   2.05677
  3.77013   2.07738
  3.86787   2.09851
  3.96551   2.12012
  4.06304   2.14220
  4.16048   2.16471
  4.25781   2.18764
  4.35505   2.21097
  4.45220   2.23469
  4.54926   2.25876
ZONE T="@    17", I= 106, F=POINT
 -4.79142  -1.67709
 -4.70753  -1.62267
 -4.62384  -1.56794
 -4.54036  -1.51287
 -4.45711  -1.45747
 -4.37410  -1.40171
 -4.29135  -1.34557
 -4.20886  -1.28904
 -4.12665  -1.23211
 -4.04474  -1.17474
 -3.96314  -1.11693
 -3.88188  -1.05865
 -3.80098  -0.99987
 -3.72046  -0.94058
 -3.64033  -0.88074
 -3.56063  -0.82034
 -3.48139  -0.75935
 -3.40262  -0.69774
 -3.32436  -0.63548
 -3.24665  -0.57255
 -3.16950  -0.50892
 -3.09296  -0.44457
 -3.01705  -0.37948
 -2.94179  -0.31362
 -2.86722  -0.24700
 -2.79336  -0.17959
 -2.72020  -0.11141
 -2.64777  -0.04247
 -2.57604   0.02721
 -2.50499   0.09758
 -2.43457   0.16858
 -2.36472   0.24014
 -2.29534   0.31216
 -2.22633   0.38453
 -2.15754   0.45711
 -2.08882   0.52976
 -2.01999   0.60230
 -1.95086   0.67456
 -1.88124   0.74634
 -1.81092   0.81744
 -1.73971   0.88765
 -1.66742   0.95675
 -1.59389   1.02452
 -1.51897   1.09075
 -1.44253   1.15523
 -1.36447   1.21773
 -1.28472   1.27806
 -1.20324   1.33603
 -1.12000   1.39146
 -1.03502   1.44417
 -0.94834   1.49403
 -0.86000   1.54090
 -0.77010   1.58468
 -0.67872   1.62529
 -0.58597   1.66268
 -0.49197   1.69680
 -0.39685   1.72767
 -0.30075   1.75531
 -0.20379   1.77979
 -0.10610   1.80118
 -0.00782   1.81962
  0.09095   1.83524
  0.19011   1.84824
  0.28955   1.85881
  0.38920   1.86717
  0.48899   1.87358
  0.58888   1.87831
  0.68882   1.88162
  0.78880   1.88380
  0.88879   1.88515
  0.98879   1.88594
  1.08879   1.88643
  1.18878   1.88690
  1.28878   1.88756
  1.38878   1.88863
  1.48876   1.89028
  1.58873   1.89265
  1.68868   1.89587
  1.78860   1.90002
  1.88846   1.90517
  1.98827   1.91135
  2.08801   1.91857
  2.18767   1.92685
  2.28723   1.93617
  2.38670   1.94650
  2.48606   1.95782
  2.58530   1.97009
  2.68443   1.98327
  2.78343   1.99733
  2.88232   2.01223
  2.98108   2.02792
  3.07972   2.04437
  3.17823   2.06153
  3.27663   2.07938
  3.37490   2.09787
  3.47306   2.11698
  3.57110   2.13666
  3.66903   2.15690
  3.76685   2.17767
  3.86457   2.19893
  3.96218   2.22067
  4.05968   2.24286
  4.15709   2.26548
  4.25440   2.28851
  4.35162   2.31193
  4.44875   2.33572
ZONE T="A    18", I= 106, F=POINT
 -4.82401  -1.58093
 -4.74015  -1.52645
 -4.65650  -1.47166
 -4.57306  -1.41654
 -4.48985  -1.36107
 -4.40688  -1.30525
 -4.32416  -1.24906
 -4.24171  -1.19248
 -4.15954  -1.13549
 -4.07766  -1.07808
 -3.99610  -1.02022
 -3.91486  -0.96190
 -3.83398  -0.90309
 -3.75347  -0.84378
 -3.67335  -0.78394
 -3.59365  -0.72354
 -3.51439  -0.66257
 -3.43559  -0.60100
 -3.35729  -0.53881
 -3.27949  -0.47597
 -3.20224  -0.41247
 -3.12556  -0.34828
 -3.04947  -0.28340
 -2.97399  -0.21781
 -2.89913  -0.15150
 -2.82491  -0.08448
 -2.75133  -0.01677
 -2.67838   0.05163
 -2.60603   0.12067
 -2.53426   0.19030
 -2.46300   0.26046
 -2.39219   0.33107
 -2.32174   0.40204
 -2.25153   0.47325
 -2.18143   0.54457
 -2.11130   0.61585
 -2.04097   0.68694
 -1.97027   0.75766
 -1.89903   0.82784
 -1.82707   0.89727
 -1.75421   0.96577
 -1.68031   1.03314
 -1.60520   1.09917
 -1.52878   1.16366
 -1.45092   1.22641
 -1.37154   1.28723
 -1.29059   1.34594
 -1.20803   1.40236
 -1.12384   1.45633
 -1.03805   1.50771
 -0.95068   1.55635
 -0.86178   1.60216
 -0.77144   1.64503
 -0.67973   1.68490
 -0.58676   1.72173
 -0.49263   1.75549
 -0.39747   1.78620
 -0.30138   1.81389
 -0.20448   1.83862
 -0.10690   1.86049
 -0.00875   1.87960
  0.08988   1.89611
  0.18889   1.91018
  0.28819   1.92199
  0.38771   1.93178
  0.48739   1.93975
  0.58718   1.94617
  0.68705   1.95127
  0.78697   1.95532
  0.88692   1.95858
  0.98688   1.96130
  1.08685   1.96373
  1.18682   1.96609
  1.28679   1.96859
  1.38675   1.97142
  1.48670   1.97474
  1.58662   1.97868
  1.68651   1.98336
  1.78636   1.98886
  1.88616   1.99523
  1.98589   2.00253
  2.08555   2.01076
  2.18513   2.01995
  2.28461   2.03009
  2.38400   2.04115
  2.48328   2.05312
  2.58245   2.06598
  2.68150   2.07969
  2.78044   2.09422
  2.87926   2.10954
  2.97796   2.12561
  3.07654   2.14239
  3.17501   2.15986
  3.27335   2.17798
  3.37158   2.19672
  3.46969   2.21605
  3.56770   2.23594
  3.66559   2.25637
  3.76337   2.27730
  3.86105   2.29872
  3.95863   2.32060
  4.05611   2.34292
  4.15349   2.36566
  4.25077   2.38880
  4.34797   2.41232
  4.44507   2.43621
ZONE T="B    19", I= 105, F=POINT
 -4.85466  -1.48414
 -4.77083  -1.42961
 -4.68722  -1.37477
 -4.60381  -1.31959
 -4.52064  -1.26408
 -4.43770  -1.20821
 -4.35501  -1.15198
 -4.27259  -1.09535
 -4.19044  -1.03833
 -4.10858  -0.98088
 -4.02704  -0.92300
 -3.94582  -0.86466
 -3.86494  -0.80585
 -3.78443  -0.74654
 -3.70430  -0.68671
 -3.62458  -0.62635
 -3.54528  -0.56542
 -3.46642  -0.50393
 -3.38804  -0.44183
 -3.31014  -0.37913
 -3.23276  -0.31579
 -3.15590  -0.25181
 -3.07959  -0.18718
 -3.00385  -0.12189
 -2.92867  -0.05595
