  VARIABLES = "X", "Y" 
     1.11476      1.83495
     1.11753      1.81056
     1.12053      1.78760
     1.12376      1.76595
     1.12722      1.74551
     1.13092      1.72619
     1.13484      1.70790
     1.13898      1.69057
     1.14335      1.67412
     1.14794      1.65849
     1.15275      1.64363
     1.15778      1.62949
     1.16302      1.61602
     1.16848      1.60318
     1.17415      1.59093
     1.18002      1.57924
     1.18611      1.56806
     1.19239      1.55739
     1.19888      1.54717
     1.20557      1.53740
     1.21245      1.52805
     1.21952      1.51910
     1.22679      1.51052
     1.23424      1.50231
     1.24187      1.49444
     1.24968      1.48689
     1.25767      1.47967
     1.26583      1.47274
     1.27417      1.46610
     1.28266      1.45974
     1.29132      1.45365
     1.30014      1.44782
     1.30912      1.44224
     1.31824      1.43690
     1.32751      1.43180
     1.33693      1.42692
     1.34648      1.42227
     1.35617      1.41784
     1.36599      1.41362
     1.37594      1.40960
     1.38601      1.40579
     1.39620      1.40218
     1.40650      1.39877
     1.41691      1.39556
     1.42743      1.39254
     1.43805      1.38972
     1.44876      1.38709
     1.45957      1.38465
     1.47046      1.38240
     1.48143      1.38035
     1.49249      1.37849
     1.50361      1.37683
     1.51481      1.37537
     1.52606      1.37412
     1.53738      1.37307
     1.54875      1.37223
     1.56018      1.37161
     1.57164      1.37122
     1.58315      1.37105
     1.59469      1.37113
     1.60626      1.37146
     1.61786      1.37205
     1.62948      1.37291
     1.64111      1.37406
     1.65276      1.37552
     1.66442      1.37729
     1.67607      1.37941
     1.68772      1.38190
     1.69937      1.38478
     1.71101      1.38808
     1.72262      1.39184
     1.73422      1.39610
     1.74579      1.40090
     1.75734      1.40631
     1.76884      1.41237
     1.78031      1.41918
     1.79174      1.42680
     1.80312      1.43536
     1.81446      1.44497
     1.82573      1.45579
     1.83695      1.46801
     1.84811      1.48186
     1.85920      1.49764
     1.87023      1.51575
     1.88118      1.53668
     1.89206      1.56113
     1.90287      1.59008
     1.91359      1.62490
     1.92424      1.66776
     1.93481      1.72212
     1.94530      1.79418
     1.95570      1.89654
     1.96603      2.06108
     1.97628      2.41691
     1.98646      3.08501
     1.99657      2.18056
     2.00663      1.92274
     2.01664      1.77376
     2.02663      1.66969
     2.03662      1.58988
     2.04665      1.52512
     2.05678      1.47056
     2.06714      1.42335
     2.07793      1.38165
     2.08980      1.34424
     2.10557      1.31023
     2.11721      1.27901
     2.12663      1.25008
     2.13488      1.22308
     2.14227      1.19772
     2.14897      1.17376
     2.15508      1.15102
     2.16066      1.12934
     2.16576      1.10858
     2.17042      1.08864
     2.17466      1.06941
     2.17852      1.05083
     2.18199      1.03282
     2.18512      1.01530
     2.18789      0.99824
     2.19034      0.98157
     2.19247      0.96525
     2.19429      0.94924
     2.19580      0.93351
     2.19703      0.91800
     2.19797      0.90270
     2.19863      0.88756
     2.19902      0.87256
     2.19915      0.85766
