  VARIABLES = "X", "Y" 
     0.00000     -0.85766
     0.00013     -0.84284
     0.00050     -0.82806
     0.00112     -0.81328
     0.00198     -0.79849
     0.00307     -0.78363
     0.00439     -0.76868
     0.00592     -0.75358
     0.00766     -0.73830
     0.00961     -0.72277
     0.01177     -0.70694
     0.01411     -0.69073
     0.01664     -0.67406
     0.01935     -0.65680
     0.02223     -0.63883
     0.02528     -0.61996
     0.02849     -0.59994
     0.03184     -0.57845
     0.03534     -0.55496
     0.03897     -0.52869
     0.04272     -0.49829
     0.04659     -0.46105
     0.05057     -0.41015
     0.05463     -0.31304
     0.05878     -0.34666
     0.06299     -0.41601
     0.06726     -0.45447
     0.07155     -0.48125
     0.07587     -0.50165
     0.08016     -0.51794
     0.08442     -0.53134
     0.08858     -0.54258
     0.09259     -0.55214
     0.09634     -0.56033
     0.09952     -0.56740
     0.10210     -0.57352
     0.10587     -0.57883
     0.11021     -0.58344
     0.11496     -0.58742
     0.12008     -0.59085
     0.12551     -0.59378
     0.13123     -0.59626
     0.13723     -0.59834
     0.14348     -0.60003
     0.14998     -0.60137
     0.15671     -0.60239
     0.16366     -0.60311
     0.17083     -0.60354
     0.17820     -0.60370
     0.18578     -0.60360
     0.19355     -0.60325
     0.20152     -0.60267
     0.20966     -0.60186
     0.21798     -0.60083
     0.22647     -0.59959
     0.23513     -0.59814
     0.24395     -0.59648
     0.25293     -0.59463
     0.26206     -0.59257
     0.27133     -0.59033
     0.28075     -0.58788
     0.29029     -0.58525
     0.29997     -0.58242
     0.30978     -0.57940
     0.31971     -0.57618
     0.32975     -0.57277
     0.33990     -0.56916
     0.35016     -0.56535
     0.36052     -0.56134
     0.37097     -0.55713
     0.38152     -0.55270
     0.39215     -0.54806
     0.40286     -0.54320
     0.41365     -0.53811
     0.42450     -0.53279
     0.43543     -0.52723
     0.44641     -0.52142
     0.45745     -0.51536
     0.46853     -0.50904
     0.47967     -0.50244
     0.49084     -0.49555
     0.50204     -0.48837
     0.51328     -0.48088
     0.52454     -0.47307
     0.53582     -0.46492
     0.54711     -0.45641
     0.55841     -0.44753
     0.56972     -0.43826
     0.58102     -0.42858
     0.59232     -0.41846
     0.60360     -0.40789
     0.61487     -0.39683
     0.62612     -0.38526
     0.63734     -0.37315
     0.64853     -0.36045
     0.65968     -0.34714
     0.67079     -0.33317
     0.68185     -0.31850
     0.69286     -0.30308
     0.70381     -0.28685
     0.71470     -0.26975
     0.72552     -0.25172
     0.73628     -0.23268
     0.74695     -0.21256
     0.75755     -0.19125
     0.76805     -0.16866
     0.77847     -0.14467
     0.78879     -0.11916
     0.79902     -0.09197
     0.80913     -0.06295
     0.81914     -0.03190
     0.82904      0.00138
     0.83881      0.03716
     0.84847      0.07570
     0.85799      0.11734
     0.86739      0.16246
     0.87665      0.21152
     0.88577      0.26503
     0.89475      0.32365
     0.90358      0.38812
     0.91226      0.45936
     0.92079      0.53848
     0.92916      0.62688
     0.93736      0.72626
     0.94540      0.83881
     0.95326      0.96731
     0.96096      1.11541
     0.96847      1.28794
     0.97581      1.49148
     0.98296      1.73520
     0.98993      2.03229
     0.99670      2.40239
     1.00329      2.87616
     1.00967      3.50424
     1.01586      4.37658
     1.02185      5.67002
     1.02763      7.78632
     1.03321     11.87668
     1.03857     23.11622
     1.04373    190.08551
     1.04867     33.22042
     1.05339     15.84984
     1.05790     10.64519
     1.06218      8.14041
     1.06625      6.66743
     1.07009      5.69763
     1.07370      5.01082
     1.07709      4.49893
     1.08024      4.10271
     1.08317      3.78694
     1.08586      3.52940
     1.08833      3.31534
     1.09055      3.13464
     1.09254      2.98005
     1.09430      2.84632
     1.09582      2.72950
     1.09710      2.62657
     1.09814      2.53520
     1.09895      2.45357
     1.09951      2.38018
     1.09984      2.31387
     1.09992      2.25366
     1.10008      2.19875
     1.10047      2.14848
     1.10110      2.10229
     1.10198      2.05970
     1.10309      2.02031
     1.10444      1.98378
     1.10603      1.94982
     1.10786      1.91817
     1.10992      1.88860
     1.11222      1.86092
